schema,table,table_type,role,business_label,表注释,row_count,L1_描述层,L2_关联L3流程,L2_关联L4,L2_数据健康,L2_岗位,L2_状态
public,dim_predicate_library,维度表,业务数据,保单生命周期事件类型定义库,保单生命周期事件类型定义库：75种事件(如预约/签单/核保)的业务定义，是fact_sales_activity的事件字典,75,public.dim_predicate_library现有75行数据。保单生命周期事件类型定义库：75种事件(如预约/签单/核保)的业务定义，是fact_sales_activity的事件字典,L3-RSJD: 经代机构销售业务执行流程,L4-RSJD-01: 销售执行与客户管理,小规模在跑,保单服务岗,已定位关联
public,dim_product_benefit_profile,维度表,业务数据,产品权益特征一致性检查表,产品权益特征一致性检查表：现金价值/身故赔付等权益标记在跨计划书间是否一致,69,public.dim_product_benefit_profile现有69行数据。产品权益特征一致性检查表：现金价值/身故赔付等权益标记在跨计划书间是否一致,L3-RSJD: 经代机构销售业务执行流程,L4-RSJD-04: 方案交付,小规模在跑,保单服务岗,已定位关联
public,dim_product_feature_value,维度表,业务数据,产品特征取值表,产品特征取值表：产品在config_product_feature_type定义的各标准化特征上的具体取值,1014,public.dim_product_feature_value现有1014行数据。产品特征取值表：产品在config_product_feature_type定义的各标准化特征上的具体取值,,,规模化在跑,,未定位关联——目前只对8/74个L3做过业务数据匹配，其余L3尚未纳入本轮分析范围，不代表这张表真的无关
public,dim_product_id,维度表,业务数据,产品ID主数据表,产品ID主数据表：产品代码、中英文名、费率选项、缴费期、保障期,728,public.dim_product_id现有728行数据。产品ID主数据表：产品代码、中英文名、费率选项、缴费期、保障期,,,小规模在跑,,未定位关联——目前只对8/74个L3做过业务数据匹配，其余L3尚未纳入本轮分析范围，不代表这张表真的无关
public,dim_product_sku,维度表,业务数据,产品SKU主数据表,产品SKU主数据表：产品线分类、是否离岸/保费融资、回溯期、冷静期天数,223,public.dim_product_sku现有223行数据。产品SKU主数据表：产品线分类、是否离岸/保费融资、回溯期、冷静期天数,,,小规模在跑,,未定位关联——目前只对8/74个L3做过业务数据匹配，其余L3尚未纳入本轮分析范围，不代表这张表真的无关
public,dim_role_type,维度表,业务数据,人员角色类型字典表,人员角色类型字典表：35种角色定义，区分内部员工与外部角色,35,public.dim_role_type现有35行数据。人员角色类型字典表：35种角色定义，区分内部员工与外部角色,L3-FBA: 理财师业务分析,L4-FBA-02: 月度业绩与活动率分析,小规模在跑,事业部运营管理岗,已定位关联
public,dim_segmentation,维度表,业务数据,业务细分市场字典表,业务细分市场字典表：如天领业务、成事家办等细分市场代码,11,public.dim_segmentation现有11行数据。业务细分市场字典表：如天领业务、成事家办等细分市场代码,,,小规模在跑,,未定位关联——目前只对8/74个L3做过业务数据匹配，其余L3尚未纳入本轮分析范围，不代表这张表真的无关
public,dim_strategy,维度表,业务数据,策略主数据表,策略主数据表：当前0行未populate,0,public.dim_strategy当前0行，尚无数据录入。策略主数据表：当前0行未populate,L3-RPD: 权益包设计与发布,L4-RPD-06: 系统配置,未开始录入,权益战略与方案设计岗,已定位关联
public,fact_channel_ka,视图,业务数据,KA渠道月度业绩汇总表,KA渠道月度业绩汇总表：按月统计保单数/客户数/总保费/APE,845,public.fact_channel_ka现有845行数据。KA渠道月度业绩汇总表：按月统计保单数/客户数/总保费/APE,L3-CPM: 流程持续监控与优化闭环管理; L3-KAGA: KA业绩跟踪与运维,L4-CPM-03: 定期深度分析; L4-KAGA-01: 定期业绩数据收集,小规模在跑,KA管理岗; 战略体系及流程管理岗,已定位关联
public,fact_channel_partner,视图,业务数据,渠道伙伴月度汇总表,渠道伙伴月度汇总表：保单数、客户数、总保费、平均审批周期,1662,public.fact_channel_partner现有1662行数据。渠道伙伴月度汇总表：保单数、客户数、总保费、平均审批周期,L3-COM: 佣金全链路管理; L3-CPM: 流程持续监控与优化闭环管理,L4-COM-12: 应派金额拆分与渠道对账（待注册）; L4-CPM-03: 定期深度分析,规模化在跑,佣金管理与合规岗; 战略体系及流程管理岗,已定位关联
public,fact_commission_rate,事实表,业务数据,佣金费率主表,佣金费率主表：按保司/产品/客户类型/年度的基础费率、超额费率、FYC/RYC费率，是佣金政策的核心事实表,25111,public.fact_commission_rate现有25111行数据。佣金费率主表：按保司/产品/客户类型/年度的基础费率、超额费率、FYC/RYC费率，是佣金政策的核心事实表,L3-COM: 佣金全链路管理,L4-COM-01: 佣金政策接收与校准,规模化在跑,佣金管理与合规岗,已定位关联
public,fact_customer,视图,业务数据,客户月度业绩汇总表,客户月度业绩汇总表：按月统计客户的保单数、保费、生效/退保/取消件数,5275,public.fact_customer现有5275行数据。客户月度业绩汇总表：按月统计客户的保单数、保费、生效/退保/取消件数,L3-CPM: 流程持续监控与优化闭环管理,L4-CPM-03: 定期深度分析,规模化在跑,战略体系及流程管理岗,已定位关联
public,fact_insurance_plan_header,事实表,业务数据,保险计划书主表,保险计划书主表：计划书参数(保额/保费/年龄/性别/吸烟状态)，来自计划书文件解析(source_file为xlsx),75,public.fact_insurance_plan_header现有75行数据。保险计划书主表：计划书参数(保额/保费/年龄/性别/吸烟状态)，来自计划书文件解析(source_file为xlsx),L3-RSJD: 经代机构销售业务执行流程,L4-RSJD-04: 方案交付,小规模在跑,保单服务岗,已定位关联
public,fact_insurance_plan_header_history,事实表,业务数据,保险计划书历史归档表,保险计划书历史归档表：fact_insurance_plan_header的历史版本,416,public.fact_insurance_plan_header_history现有416行数据。保险计划书历史归档表：fact_insurance_plan_header的历史版本,,,小规模在跑,,未定位关联——目前只对8/74个L3做过业务数据匹配，其余L3尚未纳入本轮分析范围，不代表这张表真的无关
public,fact_insurance_plan_lines,事实表,业务数据,保险计划书逐年现金价值明细表,保险计划书逐年现金价值明细表：每份计划书按保单年度展开的现价/身故赔付等精算数值(guaranteed/reversionary/terminal bonus拆分),7393,public.fact_insurance_plan_lines现有7393行数据。保险计划书逐年现金价值明细表：每份计划书按保单年度展开的现价/身故赔付等精算数值(guaranteed/reversionary/terminal bonus拆分),L3-RSJD: 经代机构销售业务执行流程,L4-RSJD-04: 方案交付,规模化在跑,保单服务岗,已定位关联
public,fact_insurance_plan_lines_history,事实表,业务数据,保险计划书逐年现金价值历史归档表,保险计划书逐年现金价值历史归档表：fact_insurance_plan_lines的历史版本，4万+行,41050,public.fact_insurance_plan_lines_history现有41050行数据。保险计划书逐年现金价值历史归档表：fact_insurance_plan_lines的历史版本，4万+行,,,规模化在跑,,未定位关联——目前只对8/74个L3做过业务数据匹配，其余L3尚未纳入本轮分析范围，不代表这张表真的无关
public,fact_policy,事实表,业务数据,保单主表,保单主表：保单号、产品、保费、状态、签单/生效日期、理财师归属等56个字段的完整保单信息,6257,public.fact_policy现有6257行数据。保单主表：保单号、产品、保费、状态、签单/生效日期、理财师归属等56个字段的完整保单信息,L3-COM: 佣金全链路管理,L4-COM-10: 保单信息整合与应收核算（待注册）,规模化在跑,佣金管理与合规岗,已定位关联
public,fact_policy_etl_scope,事实表,业务数据,fact_policy的ETL抽取范围参数记录表,fact_policy的ETL抽取范围参数记录表,30,public.fact_policy_etl_scope现有30行数据。fact_policy的ETL抽取范围参数记录表,,,小规模在跑,,未定位关联——目前只对8/74个L3做过业务数据匹配，其余L3尚未纳入本轮分析范围，不代表这张表真的无关
public,fact_product_id,视图,业务数据,产品月度业绩汇总表,产品月度业绩汇总表：按product_id+月份统计保单数/保费/IRR均值,1017,public.fact_product_id现有1017行数据。产品月度业绩汇总表：按product_id+月份统计保单数/保费/IRR均值,L3-COM: 佣金全链路管理; L3-CPM: 流程持续监控与优化闭环管理; L3-RSJD: 经代机构销售业务执行流程,L4-COM-10: 保单信息整合与应收核算（待注册）; L4-CPM-03: 定期深度分析; L4-RSJD-04: 方案交付,规模化在跑,佣金管理与合规岗; 保单服务岗; 战略体系及流程管理岗,已定位关联
public,fact_product_sku,视图,业务数据,产品SKU月度业绩汇总表,产品SKU月度业绩汇总表：按product_sku+月份统计保单数/保费,767,public.fact_product_sku现有767行数据。产品SKU月度业绩汇总表：按product_sku+月份统计保单数/保费,L3-COM: 佣金全链路管理; L3-CPM: 流程持续监控与优化闭环管理,L4-COM-10: 保单信息整合与应收核算（待注册）; L4-CPM-03: 定期深度分析,小规模在跑,佣金管理与合规岗; 战略体系及流程管理岗,已定位关联
public,fact_sales_activity,事实表,业务数据,保单生命周期事件流水表,保单生命周期事件流水表：每张保单从预约、签单到核保等各阶段的事件时间戳，是v_policy_current_state等下游视图的事件源，4.8万行,48048,public.fact_sales_activity现有48048行数据。保单生命周期事件流水表：每张保单从预约、签单到核保等各阶段的事件时间戳，是v_policy_current_state等下游视图的事件源，4.8万行,L3-RSJD: 经代机构销售业务执行流程,L4-RSJD-01: 销售执行与客户管理,规模化在跑,保单服务岗,已定位关联
public,fact_target,事实表,业务数据,业务目标表,业务目标表：按业务类型/细分市场/KA的年度APE等目标值,62,public.fact_target现有62行数据。业务目标表：按业务类型/细分市场/KA的年度APE等目标值,L3-COM: 佣金全链路管理; L3-HRA: 人力分析与决策支持流程; L3-HRM: 人员全生命周期管理流程,L4-COM-04: 年度预算与规划; L4-HRA-02: 人效分析与对标; L4-HRM-01: 定岗定编与岗位设计,小规模在跑,人力资源管理岗; 佣金管理与合规岗,已定位关联
public,map_name_entity_type,映射表,业务数据,名称实体类型判定表,名称实体类型判定表：判断某个原始名称字符串是机构还是自然人，用于数据清洗人工复核记录,67,public.map_name_entity_type现有67行数据。名称实体类型判定表：判断某个原始名称字符串是机构还是自然人，用于数据清洗人工复核记录,,,小规模在跑,,未定位关联——目前只对8/74个L3做过业务数据匹配，其余L3尚未纳入本轮分析范围，不代表这张表真的无关
public,map_partner_payee,映射表,业务数据,伙伴-收款人映射及分成比例表,伙伴-收款人映射及分成比例表：当前0行未populate,0,public.map_partner_payee当前0行，尚无数据录入。伙伴-收款人映射及分成比例表：当前0行未populate,L3-COM: 佣金全链路管理,L4-COM-12: 应派金额拆分与渠道对账（待注册）,未开始录入,佣金管理与合规岗,已定位关联
public,mapping_product,映射表,业务数据,产品映射表,产品映射表：当前0行未populate,0,public.mapping_product当前0行，尚无数据录入。产品映射表：当前0行未populate,L3-COM: 佣金全链路管理,L4-COM-01: 佣金政策接收与校准,未开始录入,佣金管理与合规岗,已定位关联
public,partner_tier_rules,规则表,业务数据,伙伴档位规则表,伙伴档位规则表：按伙伴/保司/产品条件确定fyc/ryc档位及调整系数，与comm_sandbox的分档定价规则同类，适用范围不同,179,public.partner_tier_rules现有179行数据。伙伴档位规则表：按伙伴/保司/产品条件确定fyc/ryc档位及调整系数，与comm_sandbox的分档定价规则同类，适用范围不同,L3-COM: 佣金全链路管理,L4-COM-12: 应派金额拆分与渠道对账（待注册）,小规模在跑,佣金管理与合规岗,已定位关联
public,person_match_suspect,疑似记录表,业务数据,人员身份匹配疑似项表,"人员身份匹配疑似项表：bridge_person_identity归一化过程中无法自动确认、需人工复核的姓名/工号(如""LFX""这种缩写)，是数据清洗待办清单",202,"public.person_match_suspect现有202行数据。人员身份匹配疑似项表：bridge_person_identity归一化过程中无法自动确认、需人工复核的姓名/工号(如""LFX""这种缩写)，是数据清洗待办清单",L3-FBA: 理财师业务分析,L4-FBA-02: 月度业绩与活动率分析,小规模在跑,事业部运营管理岗,已定位关联
public,product_risk_override,规则表,业务数据,产品业务线人工修正表,产品业务线人工修正表：产品分类的人工覆盖调整记录及修正理由,92,public.product_risk_override现有92行数据。产品业务线人工修正表：产品分类的人工覆盖调整记录及修正理由,,,小规模在跑,,未定位关联——目前只对8/74个L3做过业务数据匹配，其余L3尚未纳入本轮分析范围，不代表这张表真的无关
public,sales_renewal_due_snapshot,快照表,业务数据,保单续期到期日快照表,保单续期到期日快照表：按快照日期记录每张保单的下次续期到期日和已缴至日期，近3万行,29640,public.sales_renewal_due_snapshot现有29640行数据。保单续期到期日快照表：按快照日期记录每张保单的下次续期到期日和已缴至日期，近3万行,,,规模化在跑,,未定位关联——目前只对8/74个L3做过业务数据匹配，其余L3尚未纳入本轮分析范围，不代表这张表真的无关
public,sync_history,历史记录表,业务数据,数据同步历史日志,数据同步历史日志：记录哪张表何时从哪个源文件同步、影响行数、是否成功,305,public.sync_history现有305行数据。数据同步历史日志：记录哪张表何时从哪个源文件同步、影响行数、是否成功,L3-COM: 佣金全链路管理,L4-COM-15: 付款回执归档与台账更新（待注册）; L4-COM-16: 佣金数据导入与格式转换（待注册）,小规模在跑,佣金管理与合规岗,已定位关联
public,v_dim_person,视图,业务数据,dim_person的精简视图(去掉批次/审计字段),dim_person的精简视图(去掉批次/审计字段),5273,public.v_dim_person现有5273行数据。dim_person的精简视图(去掉批次/审计字段),L3-FBA: 理财师业务分析,L4-FBA-02: 月度业绩与活动率分析,规模化在跑,事业部运营管理岗,已定位关联
public,v_fact_policy_person,视图,业务数据,保单-人员关联视图,保单-人员关联视图：把fact_policy的伙伴/理财师/客户原始字段关联到person_id，供跨表按人查询,6257,public.v_fact_policy_person现有6257行数据。保单-人员关联视图：把fact_policy的伙伴/理财师/客户原始字段关联到person_id，供跨表按人查询,L3-COM: 佣金全链路管理,L4-COM-10: 保单信息整合与应收核算（待注册）,规模化在跑,佣金管理与合规岗,已定位关联
public,v_fact_sales_activity,视图,业务数据,销售活动关联视图,"销售活动关联视图：fact_sales_activity关联客户/伙伴/产品信息后的宽表，含审批周期天数(approval_cycle_days)——与COM-11""银行到账确认""上游的保单审批环节相关",24396,"public.v_fact_sales_activity现有24396行数据。销售活动关联视图：fact_sales_activity关联客户/伙伴/产品信息后的宽表，含审批周期天数(approval_cycle_days)——与COM-11""银行到账确认""上游的保单审批环节相关",,,规模化在跑,,未定位关联——目前只对8/74个L3做过业务数据匹配，其余L3尚未纳入本轮分析范围，不代表这张表真的无关
public,v_person_activity,视图,业务数据,人员活动流水视图,人员活动流水视图：person_id在各业务角色下的活动记录及金额，近4万行,39533,public.v_person_activity现有39533行数据。人员活动流水视图：person_id在各业务角色下的活动记录及金额，近4万行,L3-FBA: 理财师业务分析,L4-FBA-02: 月度业绩与活动率分析,规模化在跑,事业部运营管理岗,已定位关联
public,v_person_coverage,视图,业务数据,人员身份识别覆盖率统计视图,人员身份识别覆盖率统计视图：渠道理财师/个人客户等群体的身份匹配成功率统计，用于评估bridge_person_identity的数据质量,10,public.v_person_coverage现有10行数据。人员身份识别覆盖率统计视图：渠道理财师/个人客户等群体的身份匹配成功率统计，用于评估bridge_person_identity的数据质量,L3-FBA: 理财师业务分析,L4-FBA-02: 月度业绩与活动率分析,小规模在跑,事业部运营管理岗,已定位关联
public,v_plan_metrics,视图,业务数据,计划书精算指标视图,计划书精算指标视图：IRR、回本年份等从fact_insurance_plan_lines衍生出的精算指标,103,public.v_plan_metrics现有103行数据。计划书精算指标视图：IRR、回本年份等从fact_insurance_plan_lines衍生出的精算指标,L3-RSJD: 经代机构销售业务执行流程,L4-RSJD-04: 方案交付,小规模在跑,保单服务岗,已定位关联
public,v_plan_year_snapshot,视图,业务数据,fact_insurance_plan_lines的精简视图(去掉wth系列提取字段),fact_insurance_plan_lines的精简视图(去掉wth系列提取字段),7393,public.v_plan_year_snapshot现有7393行数据。fact_insurance_plan_lines的精简视图(去掉wth系列提取字段),L3-RSJD: 经代机构销售业务执行流程,L4-RSJD-04: 方案交付,规模化在跑,保单服务岗,已定位关联
public,v_policy_current_state,视图,业务数据,保单当前状态视图,保单当前状态视图：综合fact_sales_activity事件流水计算出的保单最新状态，是事件驱动状态机的下游汇总结果,6468,public.v_policy_current_state现有6468行数据。保单当前状态视图：综合fact_sales_activity事件流水计算出的保单最新状态，是事件驱动状态机的下游汇总结果,L3-COM: 佣金全链路管理; L3-RSJD: 经代机构销售业务执行流程,L4-COM-10: 保单信息整合与应收核算（待注册）; L4-RSJD-03: 内部审核与校准,规模化在跑,佣金管理与合规岗; 保单服务岗,已定位关联
