signal_id,node_id,content,source,confidence,rule_subtype,completeness,l_layer,rule_trigger,rule_action,rule_standard,rule_exception,rule_owner,externalized,round,source_recording
SIG-0250,VN-INS-02,数据验证：跑通中,s2·数据验证,,A类,,,,,,,,,,
SIG-0251,VN-INS-02,INS域暂无任何访谈覆盖，所有规则线索待调研,无访谈数据,,B类,,,,,,,,,,
SIG-0252,VN-INS-02,生产部门/岗位/消费主体/消费对象待源头校准,s2数据字段为空,,B类,,,,,,,,,,
SIG-0253,VN-INS-02,审批流程、异常处理、SLA等运营规则待访谈确认,无访谈数据,,B类,,,,,,,,,,
SIG-0254,VN-INS-02,KPI锚定：待调研确认,kpi段数据,,C类,,,,,,,,,,
SIG-0255,VN-INS-03,子产物数量：1个,s2·子产物数量,,A类,,,,,,,,,,
SIG-0256,VN-INS-03,构成子产物：整合就绪确认书,s1·构成子产物,,A类,,,,,,,,,,
SIG-0257,VN-INS-03,L4名称：整合就绪确认,s2·L4名称,,A类,,,,,,,,,,
SIG-0258,VN-INS-03,L4现状：正常,s2·L4现状,,A类,,,,,,,,,,
SIG-0259,VN-INS-03,物理形态：签字版确认书,s1/s2·物理形态,,A类,,,,,,,,,,
SIG-0260,VN-INS-03,M锚定：1.M6 业务渗透 / 2.M7 产品治理,s1/s2·M锚定,,A类,,,,,,,,,,
SIG-0261,VN-INS-03,频次：按需执行,s2·频次,,A类,,,,,,,,,,
SIG-0262,VN-INS-03,优先级(裁定)：P1,s2·裁定优先级,,A类,,,,,,,,,,
SIG-0263,VN-INS-03,价值属性：整合就绪确认书为终点交付物，但目前为口头确认；建议升级为签字流程,s2·价值属性,,A类,,,,,,,,,,
SIG-0264,VN-INS-03,物理对应：口头确认（建议升级为签字流程）,s2·物理对应,,A类,,,,,,,,,,
SIG-0265,VN-INS-03,数据验证：跑通中,s2·数据验证,,A类,,,,,,,,,,
SIG-0266,VN-INS-03,INS域暂无任何访谈覆盖，所有规则线索待调研,无访谈数据,,B类,,,,,,,,,,
SIG-0267,VN-INS-03,生产部门/岗位/消费主体/消费对象待源头校准,s2数据字段为空,,B类,,,,,,,,,,
SIG-0268,VN-INS-03,审批流程、异常处理、SLA等运营规则待访谈确认,无访谈数据,,B类,,,,,,,,,,
SIG-0269,VN-INS-03,KPI锚定：待调研确认,kpi段数据,,C类,,,,,,,,,,
SIG-0270,VN-INS-04,子产物数量：1个,s2·子产物数量,,A类,,,,,,,,,,
SIG-0271,VN-INS-04,构成子产物：认证名单,s1·构成子产物,,A类,,,,,,,,,,
SIG-0272,VN-INS-04,L4名称：培训认证与能力输出,s2·L4名称,,A类,,,,,,,,,,
SIG-0273,VN-INS-04,L4现状：正常,s2·L4现状,,A类,,,,,,,,,,
SIG-0274,VN-INS-04,物理形态：Excel/系统记录,s1/s2·物理形态,,A类,,,,,,,,,,
SIG-0275,VN-INS-04,M锚定：M6 业务渗透,s1/s2·M锚定,,A类,,,,,,,,,,
SIG-0276,VN-INS-04,频次：日常持续积累,s2·频次,,A类,,,,,,,,,,
SIG-0277,VN-INS-04,优先级(裁定)：P1,s2·裁定优先级,,A类,,,,,,,,,,
SIG-0278,VN-INS-04,价值属性：能力基线报告为蓝图定义交付物，但Mark确认实际不做；赋能是持续运营非一次性,s2·价值属性,,A类,,,,,,,,,,
SIG-0279,VN-INS-04,数据验证：跑通中,s2·数据验证,,A类,,,,,,,,,,
SIG-0280,VN-INS-04,INS域暂无任何访谈覆盖，所有规则线索待调研,无访谈数据,,B类,,,,,,,,,,
SIG-0281,VN-INS-04,生产部门/岗位/消费主体/消费对象待源头校准,s2数据字段为空,,B类,,,,,,,,,,
SIG-0282,VN-INS-04,审批流程、异常处理、SLA等运营规则待访谈确认,无访谈数据,,B类,,,,,,,,,,
SIG-0283,VN-INS-04,KPI锚定：待调研确认,kpi段数据,,C类,,,,,,,,,,
SIG-0284,VN-INS-04,Gate存在FAIL项（Gate①=FAIL，Gate②=FAIL，Gate③=FAIL），需关注补齐,s2·Gate状态,,C类,,,,,,,,,,
SIG-0285,VN-INS-05,子产物数量：1个,s2·子产物数量,,A类,,,,,,,,,,
SIG-0286,VN-INS-05,构成子产物：Portfolio分析报告,s1·构成子产物,,A类,,,,,,,,,,
SIG-0287,VN-INS-05,L4现状：正常,s2·L4现状,,A类,,,,,,,,,,
SIG-0288,VN-INS-05,物理形态：Excel/PPT分析报告,s1/s2·物理形态,,A类,,,,,,,,,,
SIG-0289,VN-INS-05,M锚定：1.M2 KPI报表 / 2.M6 业务渗透,s1/s2·M锚定,,A类,,,,,,,,,,
SIG-0290,VN-INS-05,频次：按需执行,s2·频次,,A类,,,,,,,,,,
SIG-0291,VN-INS-05,优先级(裁定)：P0,s2·裁定优先级,,A类,,,,,,,,,,
SIG-0292,VN-INS-05,价值属性：Portfolio管理报告为实际存在的周期性交付物,s2·价值属性,,A类,,,,,,,,,,
SIG-0293,VN-INS-05,数据验证：跑通中,s2·数据验证,,A类,,,,,,,,,,
SIG-0294,VN-INS-05,INS域暂无任何访谈覆盖，所有规则线索待调研,无访谈数据,,B类,,,,,,,,,,
SIG-0295,VN-INS-05,生产部门/岗位/消费主体/消费对象待源头校准,s2数据字段为空,,B类,,,,,,,,,,
SIG-0296,VN-INS-05,审批流程、异常处理、SLA等运营规则待访谈确认,无访谈数据,,B类,,,,,,,,,,
SIG-0297,VN-INS-05,KPI锚定：待调研确认,kpi段数据,,C类,,,,,,,,,,
SIG-0298,VN-INS-06,子产物数量：1个,s2·子产物数量,,A类,,,,,,,,,,
SIG-0299,VN-INS-06,构成子产物：保司报告,s1·构成子产物,,A类,,,,,,,,,,
SIG-0300,VN-INS-06,L4名称：报告生成与合规审查,s2·L4名称,,A类,,,,,,,,,,
SIG-0301,VN-INS-06,L4现状：正常,s2·L4现状,,A类,,,,,,,,,,
SIG-0302,VN-INS-06,物理形态：Word/PDF报告,s1/s2·物理形态,,A类,,,,,,,,,,
SIG-0303,VN-INS-06,M锚定：1.M2 KPI报表 / 2.M6 业务渗透,s1/s2·M锚定,,A类,,,,,,,,,,
SIG-0304,VN-INS-06,频次：周期性执行,s2·频次,,A类,,,,,,,,,,
SIG-0305,VN-INS-06,优先级(裁定)：P2,s2·裁定优先级,,A类,,,,,,,,,,
SIG-0306,VN-INS-06,价值属性：保司反馈为实际存在的周期性交付物，但调整建议书不存在,s2·价值属性,,A类,,,,,,,,,,
SIG-0307,VN-INS-06,数据验证：跑通中,s2·数据验证,,A类,,,,,,,,,,
SIG-0308,VN-INS-06,INS域暂无任何访谈覆盖，所有规则线索待调研,无访谈数据,,B类,,,,,,,,,,
SIG-0309,VN-INS-06,生产部门/岗位/消费主体/消费对象待源头校准,s2数据字段为空,,B类,,,,,,,,,,
SIG-0310,VN-INS-06,审批流程、异常处理、SLA等运营规则待访谈确认,无访谈数据,,B类,,,,,,,,,,
SIG-0311,VN-INS-06,KPI锚定：待调研确认,kpi段数据,,C类,,,,,,,,,,
SIG-0312,VN-INS-07,子产物数量：1个,s2·子产物数量,,A类,,,,,,,,,,
SIG-0313,VN-INS-07,构成子产物：调整建议书,s1·构成子产物,,A类,,,,,,,,,,
SIG-0314,VN-INS-07,L4名称：策略调整闭环,s2·L4名称,,A类,,,,,,,,,,
SIG-0315,VN-INS-07,L4现状：正常,s2·L4现状,,A类,,,,,,,,,,
SIG-0316,VN-INS-07,物理形态：Word/PDF报告,s1/s2·物理形态,,A类,,,,,,,,,,
SIG-0317,VN-INS-07,M锚定：1.M4 业务渗透 / 2.M7 产品治理,s1/s2·M锚定,,A类,,,,,,,,,,
SIG-0318,VN-INS-07,频次：周期性执行,s2·频次,,A类,,,,,,,,,,
SIG-0319,VN-INS-07,优先级(裁定)：P1,s2·裁定优先级,,A类,,,,,,,,,,
SIG-0320,VN-INS-07,价值属性：调整建议书为蓝图定义交付物，但Mark确认实际不存在；每次反馈都上报但无模板,s2·价值属性,,A类,,,,,,,,,,
SIG-0321,VN-INS-07,物理对应：框架待建设（实际不存在）,s2·物理对应,,A类,,,,,,,,,,
SIG-0322,VN-INS-07,数据验证：跑通中,s2·数据验证,,A类,,,,,,,,,,
SIG-0323,VN-INS-07,INS域暂无任何访谈覆盖，所有规则线索待调研,无访谈数据,,B类,,,,,,,,,,
SIG-0324,VN-INS-07,生产部门/岗位/消费主体/消费对象待源头校准,s2数据字段为空,,B类,,,,,,,,,,
SIG-0325,VN-INS-07,审批流程、异常处理、SLA等运营规则待访谈确认,无访谈数据,,B类,,,,,,,,,,
SIG-0326,VN-INS-07,KPI锚定：待调研确认,kpi段数据,,C类,,,,,,,,,,
SIG-0327,VN-INS-07,Gate存在FAIL项（Gate①=FAIL，Gate②=FAIL，Gate③=FAIL），需关注补齐,s2·Gate状态,,C类,,,,,,,,,,
SIG-0328,VN-INS-08,子产物数量：1个,s2·子产物数量,,A类,,,,,,,,,,
SIG-0329,VN-INS-08,构成子产物：新合同/终止协议,s1·构成子产物,,A类,,,,,,,,,,
SIG-0330,VN-INS-08,L4名称：续约谈判或终止,s2·L4名称,,A类,,,,,,,,,,
SIG-0331,VN-INS-08,L4现状：正常,s2·L4现状,,A类,,,,,,,,,,
SIG-0332,VN-INS-08,物理形态：PDF签署版法律文件,s1/s2·物理形态,,A类,,,,,,,,,,
SIG-0333,VN-INS-08,M锚定：1.M7 产品治理 / 2.M8 财务结算,s1/s2·M锚定,,A类,,,,,,,,,,
SIG-0334,VN-INS-08,频次：每年1次,s2·频次,,A类,,,,,,,,,,
SIG-0335,VN-INS-08,优先级(裁定)：P2,s2·裁定优先级,,A类,,,,,,,,,,
SIG-0336,VN-INS-08,价值属性：新合同/终止协议为实际存在的物理交付物,s2·价值属性,,A类,,,,,,,,,,
SIG-0337,VN-INS-08,物理对应：PDF签章文件（现有）,s2·物理对应,,A类,,,,,,,,,,
SIG-0338,VN-INS-08,数据验证：跑通中,s2·数据验证,,A类,,,,,,,,,,
SIG-0339,VN-INS-08,INS域暂无任何访谈覆盖，所有规则线索待调研,无访谈数据,,B类,,,,,,,,,,
SIG-0340,VN-INS-08,生产部门/岗位/消费主体/消费对象待源头校准,s2数据字段为空,,B类,,,,,,,,,,
SIG-0341,VN-INS-08,审批流程、异常处理、SLA等运营规则待访谈确认,无访谈数据,,B类,,,,,,,,,,
SIG-0342,VN-INS-08,KPI锚定：待调研确认,kpi段数据,,C类,,,,,,,,,,
SIG-0343,VN-INS-09,子产物数量：1个,s2·子产物数量,,A类,,,,,,,,,,
SIG-0344,VN-INS-09,构成子产物：联合评估结论,s1·构成子产物,,A类,,,,,,,,,,
SIG-0345,VN-INS-09,L4名称：保司联合评估会议,s2·L4名称,,A类,,,,,,,,,,
SIG-0346,VN-INS-09,L4现状：正常,s2·L4现状,,A类,,,,,,,,,,
SIG-0347,VN-INS-09,物理形态：签字版评估文件,s1/s2·物理形态,,A类,,,,,,,,,,
SIG-0348,VN-INS-09,M锚定：1.M4 业务渗透 / 2.M7 产品治理,s1/s2·M锚定,,A类,,,,,,,,,,
SIG-0349,VN-INS-09,频次：每年1次,s2·频次,,A类,,,,,,,,,,
SIG-0350,VN-INS-09,优先级(裁定)：P2,s2·裁定优先级,,A类,,,,,,,,,,
SIG-0351,VN-INS-09,价值属性：续约评估报告为实际存在的物理交付物,s2·价值属性,,A类,,,,,,,,,,
SIG-0352,VN-INS-09,物理对应：签章版评估文件（现有）,s2·物理对应,,A类,,,,,,,,,,
SIG-0353,VN-INS-09,数据验证：跑通中,s2·数据验证,,A类,,,,,,,,,,
SIG-0354,VN-INS-09,INS域暂无任何访谈覆盖，所有规则线索待调研,无访谈数据,,B类,,,,,,,,,,
SIG-0355,VN-INS-09,生产部门/岗位/消费主体/消费对象待源头校准,s2数据字段为空,,B类,,,,,,,,,,
SIG-0356,VN-INS-09,审批流程、异常处理、SLA等运营规则待访谈确认,无访谈数据,,B类,,,,,,,,,,
SIG-0357,VN-INS-09,KPI锚定：待调研确认,kpi段数据,,C类,,,,,,,,,,
SIG-0358,VN-INS-10,子产物数量：1个,s2·子产物数量,,A类,,,,,,,,,,
SIG-0359,VN-INS-10,构成子产物：周期总结报告,s1·构成子产物,,A类,,,,,,,,,,
SIG-0360,VN-INS-10,L4名称：合作周期数据汇总,s2·L4名称,,A类,,,,,,,,,,
SIG-0361,VN-INS-10,L4现状：正常,s2·L4现状,,A类,,,,,,,,,,
SIG-0362,VN-INS-10,物理形态：Excel/PPT报告,s1/s2·物理形态,,A类,,,,,,,,,,
SIG-0363,VN-INS-10,M锚定：1.M6 业务渗透 / 2.M8 财务结算,s1/s2·M锚定,,A类,,,,,,,,,,
SIG-0364,VN-INS-10,频次：每年1次,s2·频次,,A类,,,,,,,,,,
SIG-0365,VN-INS-10,优先级(裁定)：P2,s2·裁定优先级,,A类,,,,,,,,,,
SIG-0366,VN-INS-10,价值属性：周期总结报告以业绩报表形式存在，Mark确认存在；建议补充标准格式,s2·价值属性,,A类,,,,,,,,,,
SIG-0367,VN-INS-10,数据验证：跑通中,s2·数据验证,,A类,,,,,,,,,,
SIG-0368,VN-INS-10,INS域暂无任何访谈覆盖，所有规则线索待调研,无访谈数据,,B类,,,,,,,,,,
SIG-0369,VN-INS-10,生产部门/岗位/消费主体/消费对象待源头校准,s2数据字段为空,,B类,,,,,,,,,,
SIG-0370,VN-INS-10,审批流程、异常处理、SLA等运营规则待访谈确认,无访谈数据,,B类,,,,,,,,,,
SIG-0371,VN-INS-10,KPI锚定：待调研确认,kpi段数据,,C类,,,,,,,,,,
SIG-0372,VN-KAEM-01,子产物2个（1.培训签到表 / 2.培训内容纪要）,Sheet2,,A类,,,,,,,,,,
SIG-0373,VN-KAEM-01,L4组成为提供销售培训,Sheet2,,A类,,,,,,,,,,
SIG-0374,VN-KAEM-01,物理形态：Excel/邮件记录,Sheet1/Sheet2,,A类,,,,,,,,,,
SIG-0375,VN-KAEM-01,暂无调研覆盖，全部待访谈,—,,B类,,,,,,,,,,
SIG-0376,VN-KAEM-01,交付物模板标准化（当前无标准格式）,Sheet2·物理对应,,C类,,,,,,,,,,
SIG-0377,VN-KAEM-01,建立统一的归档和版本管理机制,Sheet2·物理对应,,C类,,,,,,,,,,
SIG-0378,VN-KAEM-01,数据验证闭环待建立,Sheet2·数据验证,,C类,,,,,,,,,,
SIG-0379,VN-KAEM-01,Gate①②③缺口补建,Sheet3·综合判定(FAIL),,C类,,,,,,,,,,
SIG-0380,VN-KAEM-02,子产物2个（1.资讯配置清单 / 2.RW系统核销记录）,Sheet2,,A类,,,,,,,,,,
SIG-0381,VN-KAEM-02,L4组成为KA营销资源支持,Sheet2,,A类,,,,,,,,,,
SIG-0382,VN-KAEM-02,物理形态：1.RW权益系统数据记录 / 2.Excel台账,Sheet1/Sheet2,,A类,,,,,,,,,,
SIG-0383,VN-KAEM-02,暂无调研覆盖，全部待访谈,—,,B类,,,,,,,,,,
SIG-0384,VN-KAEM-02,Gate①②③缺口补建,Sheet3·综合判定(PARTIAL),,C类,,,,,,,,,,
SIG-0385,VN-KAEM-02,手工链路需系统化,Sheet2·物理对应,,C类,,,,,,,,,,
SIG-0386,VN-KAET-01,子产物1个（KA评估定级记录模板）(评估维度：出单量/持续性/团队规模/合作意愿/历史背景),Sheet2,,A类,,,,,,,,,,
SIG-0387,VN-KAET-01,L4组成为KA评估与分级,Sheet2,,A类,,,,,,,,,,
SIG-0388,VN-KAET-01,物理形态：1.Excel模板 / 2.当前无定级体系，由MoMo根据合规要求和经验判断,Sheet1/Sheet2,,A类,,,,,,,,,,
SIG-0389,VN-KAET-01,暂无调研覆盖，全部待访谈,—,,B类,,,,,,,,,,
SIG-0390,VN-KAET-01,交付物模板标准化（当前无标准格式）,Sheet2·物理对应,,C类,,,,,,,,,,
SIG-0391,VN-KAET-01,建立统一的归档和版本管理机制,Sheet2·物理对应,,C类,,,,,,,,,,
SIG-0392,VN-KAET-01,数据验证闭环待建立,Sheet2·数据验证,,C类,,,,,,,,,,
SIG-0393,VN-KAET-01,人工/个人表数据需迁移至中心化系统,Sheet2·物理对应,,C类,,,,,,,,,,
SIG-0394,VN-KAET-01,Gate①②③缺口补建,Sheet3·综合判定(FAIL),,C类,,,,,,,,,,
SIG-0395,VN-KAGA-01,子产物1个（KA业绩汇总报告）(件数/保费/产品结构/转化率/偏差对比/策略优化),Sheet2,,A类,,,,,,,,,,
SIG-0396,VN-KAGA-01,L4组成为1.业绩跟踪 + 2.偏差分析 + 3.策略优化,Sheet2,,A类,,,,,,,,,,
SIG-0397,VN-KAGA-01,物理形态：1.Excel报表包 / 2.当前数据分散在签单系统和MoMo个人大表中，无统一汇总,Sheet1/Sheet2,,A类,,,,,,,,,,
SIG-0398,VN-KAGA-01,暂无调研覆盖，全部待访谈,—,,B类,,,,,,,,,,
SIG-0399,VN-KAGA-01,人工/个人表数据需迁移至中心化系统,Sheet2·物理对应,,C类,,,,,,,,,,
SIG-0400,VN-KAGA-01,Gate①②③缺口补建,Sheet3·综合判定(FAIL),,C类,,,,,,,,,,
SIG-0401,VN-KAOP-01,子产物1个（1.KA上架就绪确认清单）(签回状态、系统配置、资料发放、就绪检查),Sheet2,,A类,,,,,,,,,,
SIG-0402,VN-KAOP-01,L4组成为上架就绪确认,Sheet2,,A类,,,,,,,,,,
SIG-0403,VN-KAOP-01,物理形态：1.Excel/ checklist模板 / 2.当前无正式上架确认动作，系统配置后置,Sheet1/Sheet2,,A类,,,,,,,,,,
SIG-0404,VN-KAOP-01,暂无调研覆盖，全部待访谈,—,,B类,,,,,,,,,,
SIG-0405,VN-KAOP-01,数据验证闭环待建立,Sheet2·数据验证,,C类,,,,,,,,,,
SIG-0406,VN-KAOP-01,人工/个人表数据需迁移至中心化系统,Sheet2·物理对应,,C类,,,,,,,,,,
SIG-0407,VN-KAOP-01,Gate①②③缺口补建,Sheet3·综合判定(FAIL),,C类,,,,,,,,,,
SIG-0408,VN-KASC-01,子产物2个（1.KA转介合同 / 2.签章确认）,Sheet2,,A类,,,,,,,,,,
SIG-0409,VN-KASC-01,L4组成为1.商务谈判 + 2.协议签订,Sheet2,,A类,,,,,,,,,,
SIG-0410,VN-KASC-01,物理形态：PDF签署版法律文件,Sheet1/Sheet2,,A类,,,,,,,,,,
SIG-0411,VN-KASC-01,暂无调研覆盖，全部待访谈,—,,B类,,,,,,,,,,
SIG-0412,VN-KASC-01,数据验证闭环待建立,Sheet2·数据验证,,C类,,,,,,,,,,
SIG-0413,VN-KASC-01,Gate①②③缺口补建,Sheet3·综合判定(PARTIAL),,C类,,,,,,,,,,
SIG-0414,VN-IBRD-01,九富vsUniwin适用场景规则：新渠道洽谈或现有渠道评估合作路径时 → 根据渠道业务模式推荐：转介市场/抢单场景→九富(高首年佣金)；代理人团队/长期经营→Uniwin(总佣高10%),IBRD001-R001,,A类,,,,,,,,,,
SIG-0415,VN-IBRD-01,双路径开通资格规则：渠道申请或评估是否需要开通双路径(九富+Uniwin) → 须同时满足：已合作一段时间+业务模式清晰+有一定业绩体量，方可开放双路径,IBRD001-R002,,A类,,,,,,,,,,
SIG-0416,VN-IBRD-01,Uniwin总佣高10%计算基准规则：渠道选择Uniwin路径，需要说明佣金优势时 → 以九富的Total佣金为比较基准，Uniwin的Total佣金高10%,IBRD001-R003,,A类,,,,,,,,,,
SIG-0417,VN-IBRD-01,股东穿透查册规则：新渠道引入或存量渠道补充DD时 → 对合作方法人主体进行股东穿透查册，遇公司股东继续穿透至下一层，直至最终自然人股东为止,IBRD001-R004,,A类,,,,,,,,,,
SIG-0418,VN-IBRD-01,AML查询+风险三级评估规则：CO收到DD Form后 → 进行反洗钱(AML)查询，并基于查册报告+DD Form+AML结果出具中/高/低三级风险评估表,IBRD001-R005,,A类,,,,,,,,,,
SIG-0419,VN-IBRD-01,DD Form回收时效规则：向潜在渠道发出DD Form后 → 以3-5个工作日为正常回收时效预期；超期未响应触发催办,IBRD001-R006,,A类,,,,,,,,,,
SIG-0420,VN-IBRD-01,DD年度更新规则：已签约渠道合作满一年 → 每年对已签约渠道重新进行一次DD更新(行业惯例),IBRD001-R007,,A类,,,,,,,,,,
SIG-0421,VN-IBRD-01,未响应渠道季度关闭规则：DD Form发出后渠道超一整个季度未响应 → 对该渠道标记为关闭，不再保留在待签约列表中,IBRD001-R008,,A类,,,,,,,,,,
SIG-0422,VN-IBRD-01,DD Form修改通知RO规则：DD Form新增字段(如持有其他保司合约)后 → 须在生效前向所有RO通报此变更，确保全体RO知悉并执行新版Form,IBRD001-R009,,A类,,,,,,,,,,
SIG-0423,VN-IBRD-01,交付经理全生命周期管理规则：BD将渠道线索推送给交付经理后 → 交付经理负责该渠道全生命周期：画像完善→签约跟进→首单支持→培训赋能→关键节点客情维护→业务异动洞察与干预,IBRD001-R010,,A类,,,,,,,,,,
SIG-0424,VN-IBRD-01,KA与同行交付经理经验不可互替规则：任命同行交付经理时 → 须为同行渠道匹配具备机构渠道服务经验的交付经理，不可将仅有KA经验的人员直接任命,IBRD001-R011,,A类,,,,,,,,,,
SIG-0425,VN-IBRD-01,3条规则线索待访谈确认,IBRD001 CSV,,(B类),,,,,,,,,,
SIG-0426,VN-IBRD-01,6条行动项待执行,IBRD001 CSV,,(C类),,,,,,,,,,
SIG-0427,VN-MGA-01,子产物：1.重复机构检查报告 ｜ 2.数字化成熟度报告 ｜ 3.商机规模预测 ｜ 4.战略匹配度评分 ｜ 5.需求诊断报告,Sheet2,,A类,,,,,,,,,,
SIG-0428,VN-MGA-01,当前无访谈数据，规则线索待访谈识别,—,,B类,,,,,,,,,,
SIG-0429,VN-MGA-01,当前无访谈数据，行动项待访谈识别,—,,C类,,,,,,,,,,
SIG-0430,VN-MGA-02,子产物：1.联合运营框架方案 ｜ 2.定制化内容方案设计,Sheet2,,A类,,,,,,,,,,
SIG-0431,VN-MGA-02,当前无访谈数据，规则线索待访谈识别,—,,B类,,,,,,,,,,
SIG-0432,VN-MGA-02,当前无访谈数据，行动项待访谈识别,—,,C类,,,,,,,,,,
SIG-0433,VN-MGA-03,子产物：1.合同草案V1 ｜ 2.审批节点嵌入配置 ｜ 3.合同/协议文件 ｜ 4.已签署合同 ｜ 5.交付物包,Sheet2,,A类,,,,,,,,,,
SIG-0434,VN-MGA-03,当前无访谈数据，规则线索待访谈识别,—,,B类,,,,,,,,,,
SIG-0435,VN-MGA-03,当前无访谈数据，行动项待访谈识别,—,,C类,,,,,,,,,,
SIG-0436,VN-RSJD-01,子产物：1.客户需求分析 ｜ 2.产品对比 ｜ 3.风险披露 ｜ 4.知情同意 ｜ 5.计划书确认,Sheet2,,A类,,,,,,,,,,
SIG-0437,VN-RSJD-01,当前无访谈数据，规则线索待访谈识别,—,,B类,,,,,,,,,,
SIG-0438,VN-RSJD-01,当前无访谈数据，行动项待访谈识别,—,,C类,,,,,,,,,,
SIG-0439,VN-RSJD-02,L4组成为方案交付,Sheet2,,A类,,,,,,,,,,
SIG-0440,VN-RSJD-02,子产物：1.保单合同 ｜ 2.生效通知 ｜ 3.签收回执,Sheet2,,A类,,,,,,,,,,
SIG-0441,VN-RSJD-02,当前无访谈数据，规则线索待访谈识别,—,,B类,,,,,,,,,,
SIG-0442,VN-RSJD-02,当前无访谈数据，行动项待访谈识别,—,,C类,,,,,,,,,,
SIG-0443,VN-RSJD-03,子产物：销售合规审计报告,Sheet2,,A类,,,,,,,,,,
SIG-0444,VN-RSJD-03,当前无访谈数据，规则线索待访谈识别,—,,B类,,,,,,,,,,
SIG-0445,VN-RSJD-03,当前无访谈数据，行动项待访谈识别,—,,C类,,,,,,,,,,
SIG-0446,VN-URD-01,L4组成为联合运营需求诊断,Sheet2,,A类,,,,,,,,,,
SIG-0447,VN-URD-01,子产物：1.重复机构检查报告 ｜ 2.数字化成熟度报告 ｜ 3.商机规模预测 ｜ 4.战略匹配度评分 ｜ 5.需求诊断报告,Sheet2,,A类,,,,,,,,,,
SIG-0448,VN-URD-01,当前无访谈数据，规则线索待访谈识别,—,,B类,,,,,,,,,,
SIG-0449,VN-URD-01,当前无访谈数据，行动项待访谈识别,—,,C类,,,,,,,,,,
SIG-0450,VN-ASD-01,L4组成为售后服务执行与质量监控,Sheet2,,A类,,,,,,,,,,
SIG-0451,VN-ASD-01,子产物：1.投诉记录 ｜ 2.投诉录音 ｜ 3.上诉记录 ｜ 4.CRC材料包 ｜ 5.处理结论,Sheet2,,A类,,,,,,,,,,
SIG-0452,VN-ASD-01,当前无访谈数据，规则线索待访谈识别,—,,B类,,,,,,,,,,
SIG-0453,VN-ASD-01,当前无访谈数据，行动项待访谈识别,—,,C类,,,,,,,,,,
SIG-0454,VN-ASD-02,L4组成为售后服务执行与质量监控,Sheet2,,A类,,,,,,,,,,
SIG-0455,VN-ASD-02,子产物：1.投诉量统计 ｜ 2.处理时效 ｜ 3.整改建议 ｜ 4.服务质量评分,Sheet2,,A类,,,,,,,,,,
SIG-0456,VN-ASD-02,当前无访谈数据，规则线索待访谈识别,—,,B类,,,,,,,,,,
SIG-0457,VN-ASD-02,当前无访谈数据，行动项待访谈识别,—,,C类,,,,,,,,,,
SIG-0458,VN-PAY-01,季度大更新规则：每季度大更新一次原始Excel佣金准入表，覆盖全保司产品，季度首月内完成更新,EFA001-R001,,A类,,,,,,,,,,
SIG-0459,VN-PAY-01,生效期非重叠规则：同产品同期不写入两条费率记录,EFA001-R002,,A类,,,,,,,,,,
SIG-0460,VN-PAY-01,保司变更书面通知规则：须取得书面通知(邮件/变更单)后方可执行录入,EFA001-R003,,A类,,,,,,,,,,
SIG-0461,VN-PAY-01,高频保司T+1更新SLA：高频保司费率更新T+1工作日完成,EFA001-R004,,A类,,,,,,,,,,
SIG-0462,VN-PAY-01,L4组成为COM-01季度源头佣金录入+COM-02市场佣金制作,Sheet2·Row,,A类,,,,,,,,,,
SIG-0463,VN-PAY-01,子产物2个（季度源头佣金表+市场佣金表）,Sheet2,,A类,,,,,,,,,,
SIG-0464,VN-PAY-01,源头佣金PDF需OCR/标准化录入,Sheet2（物理对应）,,C类,,,,,,,,,,
SIG-0465,VN-PAY-01,源头PDF需归档至OneDrive统一路径,旧基线继承,,C类,,,,,,,,,,
SIG-0466,VN-PAY-01,市场佣金表需锁定v.final版本号管理,旧基线继承,,C类,,,,,,,,,,
SIG-0467,VN-PAY-02,人员关系表主数据更新规则：商务签约后更新关系表，结算侧据此匹配,PAY002-R001,,A类,,,,,,,,,,
SIG-0468,VN-PAY-02,协议主体/打款主体字段来源规则：应派表字段引自人员关系表，不自行编造,PAY002-R002,,A类,,,,,,,,,,
SIG-0469,VN-PAY-02,续保账单状态生命周期规则：14种历史状态归并为3种核心状态(Hold/不派/结算),PAY002-R003,,A类,,,,,,,,,,
SIG-0470,VN-PAY-02,应派核字段来源边界规则：结算侧仅负责整合与对账，不验证字段正确性,PAY002-R004,,A类,,,,,,,,,,
SIG-0471,VN-PAY-02,协议主体偶发不一致处理规则：发现不一致时要求补充协议后执行,PAY002-R005,,A类,,,,,,,,,,
SIG-0472,VN-PAY-02,费用拆分多科目表头规则：OR推广费拆分为权益费用和商务引荐费两个科目,PAY002-R006,,A类,,,,,,,,,,
SIG-0473,VN-PAY-02,结算大表单人维护规则：结算岗维护一整年结算大表，每期独立文件夹,PAY002-R007,,A类,,,,,,,,,,
SIG-0474,VN-PAY-02,德约多层分润代派规则：代派理财师佣金→计算差额→派发差额给德约总部,PAY002-R008,,A类,,,,,,,,,,
SIG-0475,VN-PAY-02,L4组成为COM-10应收应付提示+COM-11银行流水对账,Sheet2,,A类,,,,,,,,,,
SIG-0476,VN-PAY-02,子产物2个（应收佣金核对表+实收佣金对账表）,Sheet2,,A类,,,,,,,,,,
SIG-0477,VN-PAY-02,主数据变更审批流程需书面化,PAY002-R009,,B类,,,,,,,,,,
