mapping_id,node_id,domain_code,role_name,role_type,responsibility_mode,single_point_risk,source_field,source_doc
ROLE-0180,VN-IBRD-01,PARTNER,"测算侧：渠道评估、DD Form发出与催办、执行跟踪、计算确认、文档编制
  - 渠道管理部门负责人：推荐路径审批、渠道关闭审批、DD排期
  - 财务部：股东穿透查册执行、查册预算管理
  - CO",生产方,,**中等**——/测算侧承担从评估到签单的全链路，关键节点有CO/合规双人复核；但DD流程依赖线下文档和邮件，系统化程度低,"信号2·生产方 (Teresa)：AML查询、风险三级评估、DD年度更新、DD Form变更发布、合规审核
  - RO(全体)：DD Form审核、DD Form变更确认回执
  - 交付经理(Amy/等)：签单执行、首单支持、培训赋能、客情维护
  - Speaker 4：RO协调",PARTNER域_价值节点信号提取基线_v1.0.md
ROLE-0181,VN-IBRD-01,PARTNER,合规,生产方,,**中等**——/测算侧承担从评估到签单的全链路，关键节点有CO/合规双人复核；但DD流程依赖线下文档和邮件，系统化程度低,"信号2·生产方 (Teresa)：AML查询、风险三级评估、DD年度更新、DD Form变更发布、合规审核
  - RO(全体)：DD Form审核、DD Form变更确认回执
  - 交付经理(Amy/等)：签单执行、首单支持、培训赋能、客情维护
  - Speaker 4：RO协调",PARTNER域_价值节点信号提取基线_v1.0.md
ROLE-0182,VN-IBRD-01,PARTNER,- BD,消费方,,,"信号2·消费方 (白博文/江通)：推送渠道线索→交付经理跟进
  - 渠道业务负责人：渠道业绩考核、交付经理任命
  - Mark/管理层：高风险渠道升级审批
  - 产品定价策略：佣金比较口径确认",PARTNER域_价值节点信号提取基线_v1.0.md
ROLE-0183,VN-PAY-01,PAY,[佣金制表执行岗],生产方,,存在——生产方共两人，边界尚可；若任一离职存在技能断档风险,信号2·生产方 （v2.0数据表中生产部门/生产岗位字段为空，岗位信息继承自旧基线，待Terresa/HR校准）,PAY域_价值节点信号提取基线_v1.0.md
ROLE-0184,VN-PAY-01,PAY,[佣金数据录入岗],生产方,,存在——生产方共两人，边界尚可；若任一离职存在技能断档风险,信号2·生产方 （v2.0数据表中生产部门/生产岗位字段为空，岗位信息继承自旧基线，待Terresa/HR校准）,PAY域_价值节点信号提取基线_v1.0.md
ROLE-0185,VN-PAY-01,PAY,对账环节,消费方,,,信号2·消费方 （v2.0数据表中消费主体/消费对象字段为空，继承自旧基线）,PAY域_价值节点信号提取基线_v1.0.md
ROLE-0186,VN-PAY-01,PAY,应派计算,消费方,,,信号2·消费方 （v2.0数据表中消费主体/消费对象字段为空，继承自旧基线）,PAY域_价值节点信号提取基线_v1.0.md
ROLE-0187,VN-PAY-01,PAY,产品策略复盘,消费方,,,信号2·消费方 （v2.0数据表中消费主体/消费对象字段为空，继承自旧基线）,PAY域_价值节点信号提取基线_v1.0.md
ROLE-0188,VN-PAY-02,PAY,[佣金对账执行岗],生产方,,**存在**——生产方仅一人，为明确单点,信号2·生产方 （v2.0数据表中生产部门/生产岗位字段为空，岗位信息继承自旧基线，待Terresa/HR校准）,PAY域_价值节点信号提取基线_v1.0.md
ROLE-0189,VN-PAY-02,PAY,应派计算环节,消费方,,,信号2·消费方 （v2.0数据表中消费主体/消费对象字段为空，继承自旧基线）,PAY域_价值节点信号提取基线_v1.0.md
ROLE-0190,VN-PAY-02,PAY,财务出账,消费方,,,信号2·消费方 （v2.0数据表中消费主体/消费对象字段为空，继承自旧基线）,PAY域_价值节点信号提取基线_v1.0.md
ROLE-0191,VN-PAY-03,PAY,[佣金对账执行岗],生产方,,存在——两人协作，边界主要在佣金侧和应派侧分工,信号2·生产方 （v2.0数据表中生产部门/生产岗位字段为空，岗位信息继承自旧基线，待Terresa/HR校准）,PAY域_价值节点信号提取基线_v1.0.md
ROLE-0192,VN-PAY-03,PAY,[应派计算执行岗],生产方,,存在——两人协作，边界主要在佣金侧和应派侧分工,信号2·生产方 （v2.0数据表中生产部门/生产岗位字段为空，岗位信息继承自旧基线，待Terresa/HR校准）,PAY域_价值节点信号提取基线_v1.0.md
ROLE-0193,VN-PAY-03,PAY,VN-PAY-04 实派执行环节,消费方,,,信号2·消费方 （v2.0数据表中消费主体/消费对象字段为空，继承自旧基线）,PAY域_价值节点信号提取基线_v1.0.md
ROLE-0194,VN-PAY-04,PAY,[佣金对账执行岗] + [合规管理岗],生产方,,**严重**——合规岗当前空缺，执行岗一人承担执行+合规双重职责；合规缺失是监管风险敞口,信号2·生产方 （合规管理岗当前空缺，待Mark裁定）,PAY域_价值节点信号提取基线_v1.0.md
ROLE-0195,VN-PAY-04,PAY,监管报送,消费方,,,信号2·消费方,PAY域_价值节点信号提取基线_v1.0.md
ROLE-0196,VN-PAY-04,PAY,IA审计,消费方,,,信号2·消费方,PAY域_价值节点信号提取基线_v1.0.md
ROLE-0197,VN-PAY-05,PAY,[应派计算执行岗],生产方,,存在——两人协作,信号2·生产方 （v2.0数据表中生产部门/生产岗位字段为空，岗位信息继承自旧基线，待Terresa/HR校准）,PAY域_价值节点信号提取基线_v1.0.md
ROLE-0198,VN-PAY-05,PAY,[服务台账管理岗],生产方,,存在——两人协作,信号2·生产方 （v2.0数据表中生产部门/生产岗位字段为空，岗位信息继承自旧基线，待Terresa/HR校准）,PAY域_价值节点信号提取基线_v1.0.md
ROLE-0199,VN-PAY-05,PAY,VN-PAY-06 综合应派计算,消费方,,,信号2·消费方 （v2.0数据表中消费主体/消费对象字段为空，继承自旧基线）,PAY域_价值节点信号提取基线_v1.0.md
ROLE-0200,VN-PAY-06,PAY,[应派计算执行岗] + [佣金对账执行岗],生产方,,存在——协议参数散落各处，人工合并依赖执行岗经验,信号2·生产方 （合作）（v2.0数据表中生产部门/生产岗位字段为空，岗位信息继承自旧基线，待Terresa/HR校准）,PAY域_价值节点信号提取基线_v1.0.md
ROLE-0201,VN-PAY-06,PAY,理财师,消费方,,,信号2·消费方,PAY域_价值节点信号提取基线_v1.0.md
ROLE-0202,VN-PAY-06,PAY,Mark签核,消费方,,,信号2·消费方,PAY域_价值节点信号提取基线_v1.0.md
ROLE-0203,VN-PAY-07,PAY,[服务台账管理岗],生产方,,**存在**——生产方仅一人,信号2·生产方 （v2.0数据表中生产部门/生产岗位字段为空，岗位信息继承自旧基线，待Terresa/HR校准）,PAY域_价值节点信号提取基线_v1.0.md
ROLE-0204,VN-PAY-07,PAY,M1中台运营,消费方,,,信号2·消费方 （v2.0数据表中消费主体/消费对象字段为空，继承自旧基线）,PAY域_价值节点信号提取基线_v1.0.md
ROLE-0205,VN-PAY-07,PAY,M5 AI自动化,消费方,,,信号2·消费方 （v2.0数据表中消费主体/消费对象字段为空，继承自旧基线）,PAY域_价值节点信号提取基线_v1.0.md
ROLE-0206,VN-PAY-08,PAY,[行政,生产方,,**严重**——岗位责任主体未确定，流程完全纸质化无备份,信号2·生产方 （待定，待Mark指派）,PAY域_价值节点信号提取基线_v1.0.md
ROLE-0207,VN-PAY-08,PAY,HR管理岗],生产方,,**严重**——岗位责任主体未确定，流程完全纸质化无备份,信号2·生产方 （待定，待Mark指派）,PAY域_价值节点信号提取基线_v1.0.md
ROLE-0208,VN-PAY-08,PAY,财务出账,消费方,,,信号2·消费方,PAY域_价值节点信号提取基线_v1.0.md
ROLE-0209,VN-PAY-09,PAY,[待确认岗位],生产方,,**极严重**——整个闭环完全缺失，无责任人、无流程、无系统覆盖,信号2·生产方 （待定，Mark裁定）,PAY域_价值节点信号提取基线_v1.0.md
ROLE-0210,VN-PAY-09,PAY,集团合并报表,消费方,,,信号2·消费方,PAY域_价值节点信号提取基线_v1.0.md
