agent_code,agent_name,agent_type,agent_status,l3_primary,l4_count_covered,tech_stack,platform_path,owner_position_family,m4_priority,go_live_date,baseline_accuracy,baseline_throughput
agent-med-05,运营流程设计,Hybrid,规划中,L3-MED,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-mei-01,策略要素整合,Hybrid,规划中,L3-MEI,1,流程自动化+任务调度+状态跟踪,,,P2,,,
agent-mei-02,策略文档化,Hybrid,规划中,L3-MEI,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-mei-03,策略评审定稿,Hybrid,规划中,L3-MEI,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-mio-01,市场研究规划与设计,Aug,规划中,L3-MIO,1,规则引擎+数据处理+API调用,,,P1,,,
agent-mio-02,数据收集与执行,Aug,规划中,L3-MIO,1,规则引擎+数据处理+API调用,,,P1,,,
agent-mio-03,洞察分析与整合,Aug,规划中,L3-MIO,1,规则引擎+数据处理+API调用,,,P1,,,
agent-ng-01,合同谈判与审核,Hybrid,规划中,L3-NG,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-ng-02,合同签署与信息同步,Hybrid,规划中,L3-NG,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-obc-01,项目启动与范围确认,Hybrid,规划中,L3-OBC,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-obc-02,设置目标,Hybrid,规划中,L3-OBC,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-obc-03,方案汇报与决策,Hybrid,规划中,L3-OBC,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-rcm-01,渠道信用评估,Hybrid,规划中,L3-RCM,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-rcm-02,合规审计,Aug,规划中,L3-RCM,1,规则引擎+合规检查+自动预警,,,P1,,,
agent-rpd-01,推广营销,Hybrid,规划中,L3-RPD,1,数据分析+客户画像+自动触达,,,P2,,,
agent-rpd-02,系统配置,Aug,规划中,L3-RPD,1,规则引擎+数据处理+API调用,,,P1,,,
agent-rsd-01,权益方案需求分析与框架设计,Hybrid,规划中,L3-RSD,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-rsjd-01,销售执行与客户管理,Hybrid,规划中,L3-RSJD,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-rsjd-02,财务模型测算,Aug,规划中,L3-RSJD,1,规则引擎+数据处理+API调用,,,P1,,,
agent-rsjd-03,内部审核与校准,Hybrid,规划中,L3-RSJD,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-rsjd-04,方案交付,Hybrid,规划中,L3-RSJD,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-sds-01,起草合同要点确认,Hybrid,规划中,L3-SDS,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-sds-02,签署核对与完成,Hybrid,规划中,L3-SDS,1,流程自动化+任务调度+状态跟踪,,,P2,,,
agent-sds-03,多方商务谈判,Hybrid,规划中,L3-SDS,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-sdsa-01,市场与业务分析,Hybrid,规划中,L3-SDSA,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-sfc-01,可行性评估准备,Hybrid,规划中,L3-SFC,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-sfc-02,策略评估与优化,Hybrid,规划中,L3-SFC,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-sfc-03,策略沟通落地,Hybrid,规划中,L3-SFC,1,流程自动化+任务调度+状态跟踪,,,P2,,,
agent-skm-01,知识库建设与交付,Hybrid,规划中,L3-SKM,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-slcm-01,运营期健康度监控,Auto,规划中,L3-SLCM,1,数据管道+自动报告,,,P0,,,
agent-slcm-02,迭代需求收集与评估,Aug,规划中,L3-SLCM,1,反馈聚合+评估,,,P1,,,
agent-slcm-03,迭代执行与版本发布,Aug,规划中,L3-SLCM,1,版本管理+发布流程,,,P1,,,
agent-slcm-04,成熟期衰退期识别,Auto,规划中,L3-SLCM,1,生命周期模型,,,P0,,,
agent-slcm-06,上市初期密集监控,Auto,规划中,L3-SLCM,1,高频采集+告警,,,P0,,,
agent-slcm-07,客户投诉与危机处理,Hybrid,规划中,L3-SLCM,1,分类+路由,,,P2,,,
agent-slcm-08,合规事件处理,Hybrid,规划中,L3-SLCM,1,事件识别,,,P2,,,
agent-slcm-09,成本优化与供应商谈判,Hybrid,规划中,L3-SLCM,1,数据+对标,,,P2,,,
agent-slcm-10,权益组合优化,Aug,规划中,L3-SLCM,1,协同分析+推荐,,,P1,,,
agent-slcm-11,用户满意度主动提升,Aug,规划中,L3-SLCM,1,主动识别+触达,,,P1,,,
agent-slcm-12,跨产品线经验沉淀,Auto,规划中,L3-SLCM,1,结构化沉淀+搜索,,,P0,,,
agent-slm-01,上市前准备与内部发布,Auto,规划中,L3-SLM,1,发布模板+自动通知,,,P0,,,
agent-slm-02,目标受益方触达与告知,Auto,规划中,L3-SLM,1,CRM+消息推送,,,P0,,,
agent-slm-03,首批试点与验证,Aug,规划中,L3-SLM,1,数据收集+反馈,,,P1,,,
agent-slm-04,灰度放量与全量发布,Auto,规划中,L3-SLM,1,灰度引擎+数据监控,,,P0,,,
agent-slm-05,上市效果评估与复盘,Aug,规划中,L3-SLM,1,数据分析+报告,,,P1,,,
agent-slm-06,首批试点与验证,Aug,规划中,L3-SLM,1,规则引擎+合规检查+自动预警,,,P1,,,
agent-slm-07,灰度放量与全量发布,Aug,规划中,L3-SLM,1,规则引擎+数据处理+API调用,,,P1,,,
agent-slm-08,上市效果评估与复盘,Hybrid,规划中,L3-SLM,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-sob-01,服务寻源,Hybrid,规划中,L3-SOB,1,流程自动化+任务调度+状态跟踪,,,P2,,,
agent-sob-02,服务设计,Hybrid,规划中,L3-SOB,1,流程自动化+任务调度+状态跟踪,,,P2,,,
agent-spd-01,服务流程设计,Hybrid,规划中,L3-SPD,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-spd-02,服务流程培训,Hybrid,规划中,L3-SPD,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-spe-01,目标体系设计（建立市场进入目标）,Hybrid,规划中,L3-SPE,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-spe-02,绩效管理机制 （组织KPI的下达与测评）,Aug,规划中,L3-SPE,1,规则引擎+数据处理+API调用,,,P1,,,
agent-spo-01,例行服务监控,Hybrid,规划中,L3-SPO,1,流程自动化+任务调度+状态跟踪,,,P2,,,
agent-spo-02,服务过程管理,Hybrid,规划中,L3-SPO,1,流程自动化+任务调度+状态跟踪,,,P2,,,
agent-spo-03,问题与变更管理,Hybrid,规划中,L3-SPO,1,流程自动化+任务调度+状态跟踪,,,P2,,,
agent-sra-01,需求收集与初步确认,Hybrid,规划中,L3-SRA,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-sra-02, 内部需求分析,Hybrid,规划中,L3-SRA,1,流程自动化+任务调度+状态跟踪,,,P2,,,
agent-sre-01,战略风险识别与评估,Aug,规划中,L3-SRE,1,规则引擎+合规检查+自动预警,,,P1,,,
agent-sre-02,战略风险应对规划（风险应对与控制措施制定）,Hybrid,规划中,L3-SRE,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-sre-03,战略风险整合管理 （风险管控方案评审）,Hybrid,规划中,L3-SRE,1,流程自动化+任务调度+状态跟踪,,,P2,,,
agent-srm-01,外部资源对接,Hybrid,规划中,L3-SRM,1,流程自动化+任务调度+状态跟踪,,,P2,,,
agent-srm-02,转介渠道管理,Hybrid,规划中,L3-SRM,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-ssd-01,服务方案框架设计,Hybrid,规划中,L3-SSD,1,流程自动化+任务调度+状态跟踪,,,P2,,,
agent-ssd-02,个性化方案编写与评审,Hybrid,规划中,L3-SSD,1,流程自动化+任务调度+状态跟踪,,,P2,,,
agent-ssva-01,服务对账,Aug,规划中,L3-SSVA,1,规则引擎+数据处理+API调用,,,P1,,,
agent-ssva-02,激励结算,Hybrid,规划中,L3-SSVA,1,流程自动化+任务调度+状态跟踪,,,P2,,,
agent-ssva-03,成本测算及预算,Hybrid,规划中,L3-SSVA,1,流程自动化+任务调度+状态跟踪,,,P2,,,
agent-ssva-04,制定预算计划,Hybrid,规划中,L3-SSVA,1,流程自动化+任务调度+状态跟踪,,,P2,,,
agent-stlm-01,服务需求提交,Hybrid,规划中,L3-STLM,1,流程自动化+任务调度+状态跟踪,,,P2,,,
agent-stlm-02,服务处理与执行,Hybrid,规划中,L3-STLM,1,流程自动化+任务调度+状态跟踪,,,P2,,,
agent-stlm-03,服务确认与反馈,Hybrid,规划中,L3-STLM,1,流程自动化+任务调度+状态跟踪,,,P2,,,
agent-thbob-01,系统配置,Aug,规划中,L3-THBOB,1,规则引擎+数据处理+API调用,,,P1,,,
agent-thbob-02,品牌与培训材料准备,Hybrid,规划中,L3-THBOB,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-trng-01,服务需求提交,Hybrid,规划中,L3-TRNG,1,流程自动化+任务调度+状态跟踪,,,P2,,,
agent-trng-02,服务处理与执行,Hybrid,规划中,L3-TRNG,1,流程自动化+任务调度+状态跟踪,,,P2,,,
agent-trng-03,服务确认与反馈,Hybrid,规划中,L3-TRNG,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-trvl-01,服务需求提交,Hybrid,规划中,L3-TRVL,1,流程自动化+任务调度+状态跟踪,,,P2,,,
agent-trvl-02,服务处理与执行,Hybrid,规划中,L3-TRVL,1,流程自动化+任务调度+状态跟踪,,,P2,,,
agent-trvl-03,服务确认与反馈,Hybrid,规划中,L3-TRVL,1,流程自动化+任务调度+状态跟踪,,,P2,,,
agent-ucr-01,合同条款深度映射,Aug,规划中,L3-UCR,1,规则引擎+合规检查+自动预警,,,P1,,,
agent-ucr-02,设计约束条件生成,Aug,规划中,L3-UCR,1,规则引擎+合规检查+自动预警,,,P1,,,
agent-ucr-03,机构风险偏好综合评估,Aug,规划中,L3-UCR,1,规则引擎+合规检查+自动预警,,,P1,,,
agent-ucs-01,交付物质量与合规性终验,Hybrid,规划中,L3-UCS,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-uct-01,动态条款库配置,Hybrid,规划中,L3-UCT,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-uct-02,经代机构审批节点嵌入,Hybrid,规划中,L3-UCT,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-uct-03,合同附件准备 ,Hybrid,规划中,L3-UCT,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-urd-01,业务现状调研与分析,Hybrid,规划中,L3-URD,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-urd-02,需求初筛,Hybrid,规划中,L3-URD,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-urd-03,初步商机规模预测,Aug,规划中,L3-URD,1,规则引擎+数据处理+API调用,,,P1,,,
agent-urd-04,机构战略匹配度评估,Hybrid,规划中,L3-URD,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-urd-05,联合运营需求诊断,Hybrid,规划中,L3-URD,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-urf-01,标准化资源库调用,Hybrid,规划中,L3-URF,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-urf-02,定制化内容方案设计,Hybrid,规划中,L3-URF,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-usv-01,最小可行方案（MVP）原型构建 ,Hybrid,规划中,L3-USV,1,流程自动化+任务调度+状态跟踪,,,P2,,,
agent-usv-02,联合评审与迭代优化,Hybrid,规划中,L3-USV,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-usv-03,交付物内部验收与知识转移准备,Hybrid,规划中,L3-USV,1,流程自动化+任务调度+状态跟踪,,,P2,,,
agent-vpv-01,价值主张创意生成,Aug,规划中,L3-VPV,1,规则引擎+合规检查+自动预警,,,P1,,,
agent-vpv-02,主张验证与优化,Hybrid,规划中,L3-VPV,1,NLP生成+模板填充+格式转换,,,P2,,,
agent-vpv-03,主张定稿与沟通 ,Aug,规划中,L3-VPV,1,规则引擎+合规检查+自动预警,,,P1,,,
