lead_id,node_id,content,source,confidence,target_rule_type,interview_priority,l_layer,status,gap_description,gap_impact,expected_output,target_interviewee,background,answer_format,interview_result,converted_rule,b_scope_correction,b_owner_correction,b_trigger_correction,b_output_correction,b_validity_judgment,c_existence_check,c_actual_owner,c_actual_boundary,c_main_problem,c_feedback_target,leg,q_type,cq_id,interview_question,question_background
S3-PAY-011,VN-PAY-01,PDF完整性（是否每季度都收到了所有保司的推送）无系统校验。,PAY_规则空白地图,明确,,P1,L4层,待访谈,PDF完整性（是否每季度都收到了所有保司的推送）无系统校验。,,,[佣金数据录入岗],PDF完整性（是否每季度都收到了所有保司的推送）无系统校验。,,待访谈,待转换,,,,,,,,,,,,,,,
S3-PAY-012,VN-PAY-02,应收核对表与实收对账表之间的差异如何消解无标准化流程。,PAY_规则空白地图,明确,,P1,L4层,待访谈,应收核对表与实收对账表之间的差异如何消解无标准化流程。,,,[佣金对账执行岗],应收核对表与实收对账表之间的差异如何消解无标准化流程。,,待访谈,待转换,,,,,,,,,,,,,,,
S3-PAY-013,VN-PAY-02,实收对账表中的“已对平”状态如何定义和锁定未形成规则。,PAY_规则空白地图,明确,,P1,L4层,待访谈,实收对账表中的“已对平”状态如何定义和锁定未形成规则。,,,[佣金对账执行岗],实收对账表中的“已对平”状态如何定义和锁定未形成规则。,,待访谈,待转换,,,,,,,,,,,,,,,
S3-PAY-014,VN-PAY-02,回单完整性和可追溯性依赖人工维护，OCR未上线时无法自动化归档。,PAY_规则空白地图,明确,,P1,L4层,待访谈,回单完整性和可追溯性依赖人工维护，OCR未上线时无法自动化归档。,,,[佣金对账执行岗],回单完整性和可追溯性依赖人工维护，OCR未上线时无法自动化归档。,,待访谈,待转换,,,,,,,,,,,,,,,
S3-PAY-015,VN-PAY-03,应派金额的计算公式和版本未锁定为书面规则。,PAY_规则空白地图,明确,,P1,L4层,待访谈,应派金额的计算公式和版本未锁定为书面规则。,,,[应派计算执行岗] / [佣金对账执行岗],应派金额的计算公式和版本未锁定为书面规则。,,待访谈,待转换,,,,,,,,,,,,,,,
S3-PAY-016,VN-PAY-03,两份表分母基数一致性未验证。,PAY_规则空白地图,明确,,P1,L4层,待访谈,两份表分母基数一致性未验证。,,,[应派计算执行岗] / [佣金对账执行岗],两份表分母基数一致性未验证。,,待访谈,待转换,,,,,,,,,,,,,,,
S3-PAY-017,VN-PAY-03,同类争议反复出现但无法系统性改进；争议关闭时效无KPI监控。,PAY_规则空白地图,明确,,P1,L4层,待访谈,同类争议反复出现但无法系统性改进；争议关闭时效无KPI监控。,,,[佣金对账执行岗] / [应派计算执行岗],同类争议反复出现但无法系统性改进；争议关闭时效无KPI监控。,,待访谈,待转换,,,,,,,,,,,,,,,
S3-PAY-018,VN-PAY-05,体系外系统推送的服务数据范围是否覆盖所有需归集的服务类型无确认。,PAY_规则空白地图,明确,,P1,L4层,待访谈,体系外系统推送的服务数据范围是否覆盖所有需归集的服务类型无确认。,,,[应派计算执行岗] / [服务台账管理岗],体系外系统推送的服务数据范围是否覆盖所有需归集的服务类型无确认。,,待访谈,待转换,,,,,,,,,,,,,,,
S3-PAY-019,VN-PAY-05,联动公式的变更历史和生效时间无记录，公式调整后历史数据不可复现。,PAY_规则空白地图,明确,,P1,L4层,待访谈,联动公式的变更历史和生效时间无记录，公式调整后历史数据不可复现。,,,[应派计算执行岗] / [服务台账管理岗],联动公式的变更历史和生效时间无记录，公式调整后历史数据不可复现。,,待访谈,待转换,,,,,,,,,,,,,,,
S3-PAY-020,VN-PAY-07,应收金额的计算是否与合同条款一致无独立验证。,PAY_规则空白地图,明确,,P1,L4层,待访谈,应收金额的计算是否与合同条款一致无独立验证。,,,[服务台账管理岗],应收金额的计算是否与合同条款一致无独立验证。,,待访谈,待转换,,,,,,,,,,,,,,,
S3-PAY-021,VN-PAY-07,实收确认的标准和依据未明确，实收金额无人独立验证。,PAY_规则空白地图,明确,,P1,L4层,待访谈,实收确认的标准和依据未明确，实收金额无人独立验证。,,,[服务台账管理岗],实收确认的标准和依据未明确，实收金额无人独立验证。,,待访谈,待转换,,,,,,,,,,,,,,,
S3-PAY-022,VN-PAY-07,每场活动是否都产生了必要凭证无标准检查清单。,PAY_规则空白地图,明确,,P1,L4层,待访谈,每场活动是否都产生了必要凭证无标准检查清单。,,,[服务台账管理岗],每场活动是否都产生了必要凭证无标准检查清单。,,待访谈,待转换,,,,,,,,,,,,,,,
S3-TREASURY-023,VN-BAM-02,银行准入评估结论与后续账户操作的联动关系未形成闭环记录；评估表的时效性（评估有效期）未定义,TREASURY_规则空白地图,明确,,P1,L4层,待访谈,银行准入评估结论与后续账户操作的联动关系未形成闭环记录；评估表的时效性（评估有效期）未定义,,,待源头校准,银行准入评估结论与后续账户操作的联动关系未形成闭环记录；评估表的时效性（评估有效期）未定义,,待访谈,待转换,,,,,,,,,,,,,,,
S3-TREASURY-024,VN-BAM-02,支票全生命周期（领用→使用→归还/作废→销号）的状态流转未被系统化记录；终点标准字段为空，缺少流程闭环的质量标尺,TREASURY_规则空白地图,明确,,P1,L4层,待访谈,支票全生命周期（领用→使用→归还/作废→销号）的状态流转未被系统化记录；终点标准字段为空，缺少流程闭环的质量标尺,,,待源头校准,支票全生命周期（领用→使用→归还/作废→销号）的状态流转未被系统化记录；终点标准字段为空，缺少流程闭环的质量标尺,,待访谈,待转换,,,,,,,,,,,,,,,
S3-TREASURY-025,VN-CFM-02,资金付款执行前，审批单上的业务审批意见和财务复核意见是否有实质内容无从验证；原始凭证和计算逻辑的完整性和准确性缺乏系统校验,TREASURY_规则空白地图,明确,,P1,L4层,待访谈,资金付款执行前，审批单上的业务审批意见和财务复核意见是否有实质内容无从验证；原始凭证和计算逻辑的完整性和准确性缺乏系统校验,,,待源头校准,资金付款执行前，审批单上的业务审批意见和财务复核意见是否有实质内容无从验证；原始凭证和计算逻辑的完整性和准确性缺乏系统校验,,待访谈,待转换,,,,,,,,,,,,,,,
S3-HR-001,VN-HR-03,Excel/Word方案缺少版本留痕机制，方案变更无法追溯；被考核人确认环节无标准时限和确认格式；审批链（Mark→HR→业务部门）未书面固化,HR_规则空白地图,明确,,P1,L4层,待访谈,Excel/Word方案缺少版本留痕机制，方案变更无法追溯；被考核人确认环节无标准时限和确认格式；审批链（Mark→HR→业务部门）未书面固化,,,待源头校准（信号2/6无数据）,Excel/Word方案缺少版本留痕机制，方案变更无法追溯；被考核人确认环节无标准时限和确认格式；审批链（Mark→HR→业务部门）未书面固化,,待访谈,待转换,,,,,,,,,,,,,,,
S3-HR-002,VN-HR-03,待访谈确认（信号4无B/C类数据）,HR_规则空白地图,明确,,P1,L4层,待访谈,待访谈确认（信号4无B/C类数据）,,,待源头校准（信号2/6无数据）,待访谈确认（信号4无B/C类数据）,,待访谈,待转换,,,,,,,,,,,,,,,
S3-HR-003,VN-HR-04,人力数据与财务数据对接无标准接口SOP；报告质量参差（400变800问题）——缺少数据核验标准与分析结论验证机制；分析结论无书面采纳流程和跟踪闭环,HR_规则空白地图,明确,,P1,L4层,待访谈,人力数据与财务数据对接无标准接口SOP；报告质量参差（400变800问题）——缺少数据核验标准与分析结论验证机制；分析结论无书面采纳流程和跟踪闭环,,,待源头校准（信号2/6无数据）,人力数据与财务数据对接无标准接口SOP；报告质量参差（400变800问题）——缺少数据核验标准与分析结论验证机制；分析结论无书面采纳流程和跟踪闭环,,待访谈,待转换,,,,,,,,,,,,,,,
S3-HR-004,VN-HR-04,待访谈确认（信号4无B/C类数据）,HR_规则空白地图,明确,,P1,L4层,待访谈,待访谈确认（信号4无B/C类数据）,,,待源头校准（信号2/6无数据）,待访谈确认（信号4无B/C类数据）,,待访谈,待转换,,,,,,,,,,,,,,,
S3-HR-005,VN-HR-07,Gate②落地PARTIAL——入职与合同签署环节可能脱节（先入职后补签风险）；纸质合同归档标准化程度待验证；合同模板版本管理无书面规程；双签盖章的时效监控缺失,HR_规则空白地图,明确,,P1,L4层,待访谈,Gate②落地PARTIAL——入职与合同签署环节可能脱节（先入职后补签风险）；纸质合同归档标准化程度待验证；合同模板版本管理无书面规程；双签盖章的时效监控缺失,,,待源头校准（信号2/6无数据）,Gate②落地PARTIAL——入职与合同签署环节可能脱节（先入职后补签风险）；纸质合同归档标准化程度待验证；合同模板版本管理无书面规程；双签盖章的时效监控缺失,,待访谈,待转换,,,,,,,,,,,,,,,
S3-HR-006,VN-HR-07,待访谈确认（信号4无B/C类数据）,HR_规则空白地图,明确,,P1,L4层,待访谈,待访谈确认（信号4无B/C类数据）,,,待源头校准（信号2/6无数据）,待访谈确认（信号4无B/C类数据）,,待访谈,待转换,,,,,,,,,,,,,,,
S3-HR-007,VN-HR-09,考核结果修改无版本审计轨迹（Excel环境下易被覆盖）；被考核人确认环节无强制催办和申诉机制；考核结果向薪酬/晋升/培训的下游传递无结构化流程,HR_规则空白地图,明确,,P1,L4层,待访谈,考核结果修改无版本审计轨迹（Excel环境下易被覆盖）；被考核人确认环节无强制催办和申诉机制；考核结果向薪酬/晋升/培训的下游传递无结构化流程,,,待源头校准（信号2/6无数据）,考核结果修改无版本审计轨迹（Excel环境下易被覆盖）；被考核人确认环节无强制催办和申诉机制；考核结果向薪酬/晋升/培训的下游传递无结构化流程,,待访谈,待转换,,,,,,,,,,,,,,,
S3-HR-008,VN-HR-09,待访谈确认（信号4无B/C类数据）,HR_规则空白地图,明确,,P1,L4层,待访谈,待访谈确认（信号4无B/C类数据）,,,待源头校准（信号2/6无数据）,待访谈确认（信号4无B/C类数据）,,待访谈,待转换,,,,,,,,,,,,,,,
S3-HR-009,VN-HR-11,Gate③追溯PARTIAL——历史报表版本追溯困难，缺少系统化版本归档；数据采集与归属确认间的信息传递无书面SOP；财务确认无标准时限和反馈格式；M8财务结算锚定要求报表准确性高，但缺少对账校验机制,HR_规则空白地图,明确,,P1,L4层,待访谈,Gate③追溯PARTIAL——历史报表版本追溯困难，缺少系统化版本归档；数据采集与归属确认间的信息传递无书面SOP；财务确认无标准时限和反馈格式；M8财务结算锚定要求报表准确性高，但缺少对账校验机制,,,待源头校准（信号2/6无数据）,Gate③追溯PARTIAL——历史报表版本追溯困难，缺少系统化版本归档；数据采集与归属确认间的信息传递无书面SOP；财务确认无标准时限和反馈格式；M8财务结算锚定要求报表准确性高，但缺少对账校验机制,,待访谈,待转换,,,,,,,,,,,,,,,
S3-HR-010,VN-HR-11,待访谈确认（信号4无B/C类数据）,HR_规则空白地图,明确,,P1,L4层,待访谈,待访谈确认（信号4无B/C类数据）,,,待源头校准（信号2/6无数据）,待访谈确认（信号4无B/C类数据）,,待访谈,待转换,,,,,,,,,,,,,,,
S3-HR-011,VN-HR-12,Gate③追溯PARTIAL——历史归属变更无审计版留痕；部门确认环节无书面签回机制，口头确认不可追溯；各业务线归属规则缺少标准化定义（不同部门理解不一）；归属数据与人工成本报表的联动校验未制度化,HR_规则空白地图,明确,,P1,L4层,待访谈,Gate③追溯PARTIAL——历史归属变更无审计版留痕；部门确认环节无书面签回机制，口头确认不可追溯；各业务线归属规则缺少标准化定义（不同部门理解不一）；归属数据与人工成本报表的联动校验未制度化,,,待源头校准（信号2/6无数据）,Gate③追溯PARTIAL——历史归属变更无审计版留痕；部门确认环节无书面签回机制，口头确认不可追溯；各业务线归属规则缺少标准化定义（不同部门理解不一）；归属数据与人工成本报表的联动校验未制度化,,待访谈,待转换,,,,,,,,,,,,,,,
S3-HR-012,VN-HR-12,待访谈确认（信号4无B/C类数据）,HR_规则空白地图,明确,,P1,L4层,待访谈,待访谈确认（信号4无B/C类数据）,,,待源头校准（信号2/6无数据）,待访谈确认（信号4无B/C类数据）,,待访谈,待转换,,,,,,,,,,,,,,,
S3-HR-013,VN-HR-13,预算版本变更无逐版记录（虽Gate全PASS，版本管理非强约束）；HR与财务间数据确认依赖非正式沟通，无书面确认守则；预算偏差追踪与反馈机制未建立（超预算无事前预警）；缺少业务部门参与预算编制环节,HR_规则空白地图,明确,,P1,L4层,待访谈,预算版本变更无逐版记录（虽Gate全PASS，版本管理非强约束）；HR与财务间数据确认依赖非正式沟通，无书面确认守则；预算偏差追踪与反馈机制未建立（超预算无事前预警）；缺少业务部门参与预算编制环节,,,待源头校准（信号2/6无数据）,预算版本变更无逐版记录（虽Gate全PASS，版本管理非强约束）；HR与财务间数据确认依赖非正式沟通，无书面确认守则；预算偏差追踪与反馈机制未建立（超预算无事前预警）；缺少业务部门参与预算编制环节,,待访谈,待转换,,,,,,,,,,,,,,,
S3-HR-014,VN-HR-13,待访谈确认（信号4无B/C类数据）,HR_规则空白地图,明确,,P1,L4层,待访谈,待访谈确认（信号4无B/C类数据）,,,待源头校准（信号2/6无数据）,待访谈确认（信号4无B/C类数据）,,待访谈,待转换,,,,,,,,,,,,,,,
S3-INS-015,VN-INS-02,合同签署完成后缺少统一归档和版本管理机制；各方签字/盖章环节无标准时效；监管备案号与合同版本的关联映射关系不明确；合同条款分歧升级路径未标准化，超让步边界的裁定人未指定,INS_规则空白地图,明确,,P1,L4层,待访谈,合同签署完成后缺少统一归档和版本管理机制；各方签字/盖章环节无标准时效；监管备案号与合同版本的关联映射关系不明确；合同条款分歧升级路径未标准化，超让步边界的裁定人未指定,,,⚠ 待源头校准（INS域暂无访谈数据，信号2生产部门/岗位字段为空）,合同签署完成后缺少统一归档和版本管理机制；各方签字/盖章环节无标准时效；监管备案号与合同版本的关联映射关系不明确；合同条款分歧升级路径未标准化，超让步边界的裁定人未指定,,待访谈,待转换,,,,,,,,,,,,,,,
S3-INS-016,VN-INS-02,"备案凭证与合同版本的一一映射关系未建立，无法追溯""哪个备案号对应哪个合同版本""；监管备案时效标准缺失（完成备案后何时算逾期不明确）；备案完成至通知下游节点的触发机制未定义；备案凭证的归档周期和调阅权限未标准化",INS_规则空白地图,明确,,P1,L4层,待访谈,"备案凭证与合同版本的一一映射关系未建立，无法追溯""哪个备案号对应哪个合同版本""；监管备案时效标准缺失（完成备案后何时算逾期不明确）；备案完成至通知下游节点的触发机制未定义；备案凭证的归档周期和调阅权限未标准化",,,⚠ 待源头校准（INS域暂无访谈数据，信号2生产部门/岗位字段为空）,"备案凭证与合同版本的一一映射关系未建立，无法追溯""哪个备案号对应哪个合同版本""；监管备案时效标准缺失（完成备案后何时算逾期不明确）；备案完成至通知下游节点的触发机制未定义；备案凭证的归档周期和调阅权限未标准化",,待访谈,待转换,,,,,,,,,,,,,,,
S3-INS-017,VN-INS-03,"当前以口头确认为主要形态，缺少签字追溯凭证，整合质量出问题时无法追责；整合就绪的判定标准未量化（无标准化Checklist模板），各部门""就绪""定义可能不一致；整合失败的异常处理流程和升级机制待定义；权限边界清单缺少分级管理标准",INS_规则空白地图,明确,,P1,L4层,待访谈,"当前以口头确认为主要形态，缺少签字追溯凭证，整合质量出问题时无法追责；整合就绪的判定标准未量化（无标准化Checklist模板），各部门""就绪""定义可能不一致；整合失败的异常处理流程和升级机制待定义；权限边界清单缺少分级管理标准",,,⚠ 待源头校准（INS域暂无访谈数据，信号2生产部门/岗位字段为空）,"当前以口头确认为主要形态，缺少签字追溯凭证，整合质量出问题时无法追责；整合就绪的判定标准未量化（无标准化Checklist模板），各部门""就绪""定义可能不一致；整合失败的异常处理流程和升级机制待定义；权限边界清单缺少分级管理标准",,待访谈,待转换,,,,,,,,,,,,,,,
S3-INS-018,VN-INS-05,数据来源（FCT_POLICY/FCT_SALES_ACTIVITY）的完整性和时效性标准未定义，数据不全时报告是否仍然产出待明确；分析维度和指标体系标准化程度未定义，报告格式因保司而异导致可比性不足；多保司横向对比分析的标准化框架待建立；报告流转路径（谁审核→谁接收→谁决策）待定义,INS_规则空白地图,明确,,P1,L4层,待访谈,数据来源（FCT_POLICY/FCT_SALES_ACTIVITY）的完整性和时效性标准未定义，数据不全时报告是否仍然产出待明确；分析维度和指标体系标准化程度未定义，报告格式因保司而异导致可比性不足；多保司横向对比分析的标准化框架待建立；报告流转路径（谁审核→谁接收→谁决策）待定义,,,⚠ 待源头校准（INS域暂无访谈数据，信号2生产部门/岗位字段为空）,数据来源（FCT_POLICY/FCT_SALES_ACTIVITY）的完整性和时效性标准未定义，数据不全时报告是否仍然产出待明确；分析维度和指标体系标准化程度未定义，报告格式因保司而异导致可比性不足；多保司横向对比分析的标准化框架待建立；报告流转路径（谁审核→谁接收→谁决策）待定义,,待访谈,待转换,,,,,,,,,,,,,,,
S3-INS-019,VN-INS-06,脱敏规则和合规审查标准未书面化，多保司数据对比时的合规边界不清晰，存在过度披露或脱敏过度两种极端风险；数据来源分散（FCT业绩数据+保司市场数据），数据汇总流程和口径统一性未标准化；脱敏质量交叉校验机制未建立，多人执行时脱敏标准一致性无法保障；保司反馈记录到内部策略调整的闭环缺失（关联熔断节点INS-07·调整建议书）,INS_规则空白地图,明确,,P1,L4层,待访谈,脱敏规则和合规审查标准未书面化，多保司数据对比时的合规边界不清晰，存在过度披露或脱敏过度两种极端风险；数据来源分散（FCT业绩数据+保司市场数据），数据汇总流程和口径统一性未标准化；脱敏质量交叉校验机制未建立，多人执行时脱敏标准一致性无法保障；保司反馈记录到内部策略调整的闭环缺失（关联熔断节点INS-07·调整建议书）,,,⚠ 待源头校准（INS域暂无访谈数据，信号2生产部门/岗位字段为空）,脱敏规则和合规审查标准未书面化，多保司数据对比时的合规边界不清晰，存在过度披露或脱敏过度两种极端风险；数据来源分散（FCT业绩数据+保司市场数据），数据汇总流程和口径统一性未标准化；脱敏质量交叉校验机制未建立，多人执行时脱敏标准一致性无法保障；保司反馈记录到内部策略调整的闭环缺失（关联熔断节点INS-07·调整建议书）,,待访谈,待转换,,,,,,,,,,,,,,,
S3-INS-020,VN-INS-08,续约/终止决策的评估标准和触发条件未标准化——什么情况下续约、什么情况下终止缺乏客观量化指标；90天窗口期内全链时效管控无量化KPI，各环节时限无约束；终止后的资产回收路径和知识沉淀SOP未定义；新合同签署流程与INS-02节点的合同签署流程是否复用同一套机制待确认,INS_规则空白地图,明确,,P1,L4层,待访谈,续约/终止决策的评估标准和触发条件未标准化——什么情况下续约、什么情况下终止缺乏客观量化指标；90天窗口期内全链时效管控无量化KPI，各环节时限无约束；终止后的资产回收路径和知识沉淀SOP未定义；新合同签署流程与INS-02节点的合同签署流程是否复用同一套机制待确认,,,⚠ 待源头校准（INS域暂无访谈数据，信号2生产部门/岗位字段为空）,续约/终止决策的评估标准和触发条件未标准化——什么情况下续约、什么情况下终止缺乏客观量化指标；90天窗口期内全链时效管控无量化KPI，各环节时限无约束；终止后的资产回收路径和知识沉淀SOP未定义；新合同签署流程与INS-02节点的合同签署流程是否复用同一套机制待确认,,待访谈,待转换,,,,,,,,,,,,,,,
S3-INS-021,VN-INS-09,联合评估维度和评分标准未标准化——评估哪些维度、各维度权重如何分配无统一框架；流失预警模型的评分阈值和触发逻辑待定义；评估会议的议事规则缺失（谁牵头召集、谁参与表决、如何形成决议）；双方签字效力确认流程未标准化——签字后如有异议如何修正未定义,INS_规则空白地图,明确,,P1,L4层,待访谈,联合评估维度和评分标准未标准化——评估哪些维度、各维度权重如何分配无统一框架；流失预警模型的评分阈值和触发逻辑待定义；评估会议的议事规则缺失（谁牵头召集、谁参与表决、如何形成决议）；双方签字效力确认流程未标准化——签字后如有异议如何修正未定义,,,⚠ 待源头校准（INS域暂无访谈数据，信号2生产部门/岗位字段为空）,联合评估维度和评分标准未标准化——评估哪些维度、各维度权重如何分配无统一框架；流失预警模型的评分阈值和触发逻辑待定义；评估会议的议事规则缺失（谁牵头召集、谁参与表决、如何形成决议）；双方签字效力确认流程未标准化——签字后如有异议如何修正未定义,,待访谈,待转换,,,,,,,,,,,,,,,
S3-INS-022,VN-INS-10,数据管道中断时的报告降级和人工补全机制未定义——FCT_POLICY/FCT_SALES_ACTIVITY数据不可用时报告是否按空值产出还是暂停待明确；对外共享版本的脱敏规则和数据范围未定义（内部版与保司共享版的差异边界不清）；报告以业绩报表形式存在，缺少标准化叙事框架（现状描述→趋势分析→建议）；与INS-06·保司报告和INS-09·联合评估结论的输入输出时序关系待梳理,INS_规则空白地图,明确,,P1,L4层,待访谈,数据管道中断时的报告降级和人工补全机制未定义——FCT_POLICY/FCT_SALES_ACTIVITY数据不可用时报告是否按空值产出还是暂停待明确；对外共享版本的脱敏规则和数据范围未定义（内部版与保司共享版的差异边界不清）；报告以业绩报表形式存在，缺少标准化叙事框架（现状描述→趋势分析→建议）；与INS-06·保司报告和INS-09·联合评估结论的输入输出时序关系待梳理,,,⚠ 待源头校准（INS域暂无访谈数据，信号2生产部门/岗位字段为空）,数据管道中断时的报告降级和人工补全机制未定义——FCT_POLICY/FCT_SALES_ACTIVITY数据不可用时报告是否按空值产出还是暂停待明确；对外共享版本的脱敏规则和数据范围未定义（内部版与保司共享版的差异边界不清）；报告以业绩报表形式存在，缺少标准化叙事框架（现状描述→趋势分析→建议）；与INS-06·保司报告和INS-09·联合评估结论的输入输出时序关系待梳理,,待访谈,待转换,,,,,,,,,,,,,,,
S3-PARTNER-023,VN-RSJD-01,客户需求分析依赖一线人员专业判断，无标准化KYC框架可能导致遗漏关键风险因素；分析质量取决于人员经验水平，新人培训周期长，跨机构服务质量一致性难保证,PARTNER_规则空白地图,明确,,P1,L4层,待访谈,客户需求分析依赖一线人员专业判断，无标准化KYC框架可能导致遗漏关键风险因素；分析质量取决于人员经验水平，新人培训周期长，跨机构服务质量一致性难保证,,,待源头校准,客户需求分析依赖一线人员专业判断，无标准化KYC框架可能导致遗漏关键风险因素；分析质量取决于人员经验水平，新人培训周期长，跨机构服务质量一致性难保证,,待访谈,待转换,,,,,,,,,,,,,,,
S3-PARTNER-024,VN-RSJD-01,产品对比无标准化比较框架（保障范围/费率/除外责任维度），横向可比性依赖个人经验；跨保司产品数据获取需人工维护，时效性差，存在以佣金导向替代客户需求导向的操作空间,PARTNER_规则空白地图,明确,,P1,L4层,待访谈,产品对比无标准化比较框架（保障范围/费率/除外责任维度），横向可比性依赖个人经验；跨保司产品数据获取需人工维护，时效性差，存在以佣金导向替代客户需求导向的操作空间,,,待源头校准,产品对比无标准化比较框架（保障范围/费率/除外责任维度），横向可比性依赖个人经验；跨保司产品数据获取需人工维护，时效性差，存在以佣金导向替代客户需求导向的操作空间,,待访谈,待转换,,,,,,,,,,,,,,,
S3-PARTNER-025,VN-RSJD-01,风险披露为一次性告知动作，如未记录留痕则无法自证合规；冷静期告知常被简化或遗漏（话术压缩），事后争议缺乏证据链支撑；披露时点与保单签署时点的时间差记录不可追溯,PARTNER_规则空白地图,明确,,P1,L4层,待访谈,风险披露为一次性告知动作，如未记录留痕则无法自证合规；冷静期告知常被简化或遗漏（话术压缩），事后争议缺乏证据链支撑；披露时点与保单签署时点的时间差记录不可追溯,,,待源头校准,风险披露为一次性告知动作，如未记录留痕则无法自证合规；冷静期告知常被简化或遗漏（话术压缩），事后争议缺乏证据链支撑；披露时点与保单签署时点的时间差记录不可追溯,,待访谈,待转换,,,,,,,,,,,,,,,
S3-PARTNER-026,VN-RSJD-01,知情同意的签署时点无法在系统层面锁定（无法确认真实签署时间），存在倒签/补签风险；电子签名法律效力与纸质签名在部分保司场景不互认，混用场景下证据效力存疑,PARTNER_规则空白地图,明确,,P1,L4层,待访谈,知情同意的签署时点无法在系统层面锁定（无法确认真实签署时间），存在倒签/补签风险；电子签名法律效力与纸质签名在部分保司场景不互认，混用场景下证据效力存疑,,,待源头校准,知情同意的签署时点无法在系统层面锁定（无法确认真实签署时间），存在倒签/补签风险；电子签名法律效力与纸质签名在部分保司场景不互认，混用场景下证据效力存疑,,待访谈,待转换,,,,,,,,,,,,,,,
S3-PARTNER-027,VN-RSJD-01,计划书确认依赖清单式勾选（无系统强校验），遗漏项易被“全部通过”式签名掩盖；确认后如修改计划书内容无版本联动机制，存在客户签署旧版计划书的版本漂移风险,PARTNER_规则空白地图,明确,,P1,L4层,待访谈,计划书确认依赖清单式勾选（无系统强校验），遗漏项易被“全部通过”式签名掩盖；确认后如修改计划书内容无版本联动机制，存在客户签署旧版计划书的版本漂移风险,,,待源头校准,计划书确认依赖清单式勾选（无系统强校验），遗漏项易被“全部通过”式签名掩盖；确认后如修改计划书内容无版本联动机制，存在客户签署旧版计划书的版本漂移风险,,待访谈,待转换,,,,,,,,,,,,,,,
S3-PARTNER-028,VN-RSJD-02,保单合同由保司侧生成，代理机构对条款内容无编辑权但需负责向客户解释，条款解释错误导致的纠纷责任边界模糊（保司vs代理机构）；延迟交付或交付失败（地址错误/退信）的系统回滚机制缺失,PARTNER_规则空白地图,明确,,P1,L4层,待访谈,保单合同由保司侧生成，代理机构对条款内容无编辑权但需负责向客户解释，条款解释错误导致的纠纷责任边界模糊（保司vs代理机构）；延迟交付或交付失败（地址错误/退信）的系统回滚机制缺失,,,待源头校准,保单合同由保司侧生成，代理机构对条款内容无编辑权但需负责向客户解释，条款解释错误导致的纠纷责任边界模糊（保司vs代理机构）；延迟交付或交付失败（地址错误/退信）的系统回滚机制缺失,,待访谈,待转换,,,,,,,,,,,,,,,
S3-PARTNER-029,VN-RSJD-02,生效通知作为系统自动化产出，转达环节如有延迟或遗漏（代理人离职/漏发/渠道错误），客户对保障起始时间可能存在误解；缺少客户确认回执的系统闭环机制，无送达状态追踪,PARTNER_规则空白地图,明确,,P1,L4层,待访谈,生效通知作为系统自动化产出，转达环节如有延迟或遗漏（代理人离职/漏发/渠道错误），客户对保障起始时间可能存在误解；缺少客户确认回执的系统闭环机制，无送达状态追踪,,,待源头校准,生效通知作为系统自动化产出，转达环节如有延迟或遗漏（代理人离职/漏发/渠道错误），客户对保障起始时间可能存在误解；缺少客户确认回执的系统闭环机制，无送达状态追踪,,待访谈,待转换,,,,,,,,,,,,,,,
S3-PARTNER-030,VN-RSJD-02,签收回执的时效管理依赖人工跟进（无系统自动催签机制），超期未签收的保单在Pending状态滞留；签收人身份核验无标准流程（代签/冒签风险）；犹豫期窗口因Pending状态被隐性延长,PARTNER_规则空白地图,明确,,P1,L4层,待访谈,签收回执的时效管理依赖人工跟进（无系统自动催签机制），超期未签收的保单在Pending状态滞留；签收人身份核验无标准流程（代签/冒签风险）；犹豫期窗口因Pending状态被隐性延长,,,待源头校准,签收回执的时效管理依赖人工跟进（无系统自动催签机制），超期未签收的保单在Pending状态滞留；签收人身份核验无标准流程（代签/冒签风险）；犹豫期窗口因Pending状态被隐性延长,,待访谈,待转换,,,,,,,,,,,,,,,
S3-PARTNER-031,VN-RSJD-03,审计样本抽取依赖手工台账（无系统化抽样引擎），样本代表性不足可能导致审计报告结论失真（漏检高风险样本）；整改事项跟踪无系统闭环，依赖邮件/会议纪要推动，整改完成率和时效性不可追溯,PARTNER_规则空白地图,明确,,P1,L4层,待访谈,审计样本抽取依赖手工台账（无系统化抽样引擎），样本代表性不足可能导致审计报告结论失真（漏检高风险样本）；整改事项跟踪无系统闭环，依赖邮件/会议纪要推动，整改完成率和时效性不可追溯,,,待源头校准,审计样本抽取依赖手工台账（无系统化抽样引擎），样本代表性不足可能导致审计报告结论失真（漏检高风险样本）；整改事项跟踪无系统闭环，依赖邮件/会议纪要推动，整改完成率和时效性不可追溯,,待访谈,待转换,,,,,,,,,,,,,,,
